neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
De Pijp - Rivierenbuurt,Entire home/apt,165,2,16,0.54,1,0,0,"The area features a garden and a field hockey pitch, alongside a public bookcase and the artwork Wethouder Wibaut, which serves as a notable local landmark commemorating a prominent Dutch politician."
Zuid,Entire home/apt,133,2,173,4.2,2,231,31,"The area features dining and retail options including De Bakkerswinkel, Sabor de Maria, Pizza Beppe, Imiho, Neeve, and Room of Ideas. It also hosts the local Tandartspraktijk de ZuidAs."
Bos en Lommer,Entire home/apt,375,3,17,0.51,1,0,0,"The area features the Multatulischool, which serves as the local educational institution. A garden is also located nearby, providing a green space for the community."
Centrum-West,Entire home/apt,150,4,17,0.48,1,13,2,"The area features dining options including Ali Baba, BBrood!, Bakkerij Wolf, and Domino's, alongside the hairdresser Kapsalon Bianco."
Bos en Lommer,Entire home/apt,250,3,19,0.43,1,79,1,"The area features recreational facilities including a parkour pitch, a soccer pitch, and a picnic_table."
Centrum-West,Private room,199,3,109,2.5,1,236,11,The area features dining at Bonboon and retail shopping at A Space Oddity.
IJburg - Zeeburgereiland,Entire home/apt,200,3,14,0.39,1,7,0,"The area features Skatepark Zeeburgereiland, a prominent skateboard pitch that serves as a central recreational landmark for local sports enthusiasts."
Centrum-West,Private room,71,3,76,1.77,2,0,17,"The area features dining and cafes such as Croissanterie, Dal Pagliaccio, New York Film Academy Cafe, and Tony's Chocolonely, alongside nightlife spots like De Deugniet, The Brokers Bar, and The Grasshopper. Local landmarks include Beurs van Berlage, a historic stock exchange building, Rederij Plas for canal tours, and the erotic shop Smart, while Meet Berlage serves as a local coworking space."
Centrum-Oost,Entire home/apt,75,7,36,1.13,22,321,5,"The area features a variety of dining and nightlife options including La Bohème, Bar Weber, Milk, and Lux. Cultural life is centered around Melkweg, a prominent music venue and cultural center, while accommodations include Amsterdam Inn, Hotel Titus, Weber Hotel, and Weber Studios."
IJburg - Zeeburgereiland,Private room,80,3,8,0.28,2,0,0,"The area is centered around the Willibrordschool, which serves as the local educational institution."
Noord-West,Entire home/apt,130,3,26,0.68,1,0,2,The area features a garden.
De Pijp - Rivierenbuurt,Private room,100,5,60,1.68,1,2,6,There are no specific places listed to describe.
Oud-Noord,Entire home/apt,99,2,16,0.38,1,6,1,The surroundings feature a garden.
Centrum-West,Entire home/apt,176,3,16,0.38,2,13,0,"The area features dining and cafes such as Barbecue, Burger Zaken, Cafe De Pool, Cafe Tapvreugd, Chipsy King, Dolce & Gelato Bio, Fabel Friet, Jade House, Kok, Samrat, and Tasteful, alongside retail shops including Capsicum, De Grote Tas, Het Kleinste Huis, Love Stories Archive, Number One, Q&Q, Stetson, and Tapvreugd. Local landmarks include the historic Oost-Indisch Huis, the 17th-century Waalse kerk, the atmospheric Walenpoortje, and de Wallen, a famous district known for its historical significance and unique urban character. PsiloCybe CBD&SonjaDelight also operates in the vicinity."
Oud-Noord,Entire home/apt,90,3,4,0.09,1,0,2,"The area features the Papaverplantsoen, a park that provides a local green space for outdoor recreation. This location includes a picnic table for public use."
Westerpark,Entire home/apt,140,2,11,0.26,1,0,0,"The area features dining options such as Dandy Burger and Enso, alongside retail and craft shops including De Steek and Juhique. Rip van Winkel's serves as a local community centre and garden, providing a central hub for neighborhood activities and green space."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,5,14,0.33,1,0,4,"The area features dining and cafe options like Coffee Company and FEBO, alongside services including Linux Repair Café, Urban Bloom, and the fitness facility TrainMore. OBA Javaplein serves as a local library and cultural hub, while the surrounding garden and fountain provide a quiet outdoor space for the community."
Centrum-Oost,Private room,93,1,80,2.32,2,238,32,"The area features dining at Hapjeshoek and cultural performances at Opera & Ballet, a prominent venue known for hosting major theatrical and musical productions."
De Pijp - Rivierenbuurt,Entire home/apt,300,5,10,0.33,1,0,0,"The area features the Vredeskerk, a place of worship that serves as a local landmark. A garden is also located nearby."
Centrum-Oost,Entire home/apt,209,7,0,,9,283,0,"The area features a florist at Flower Loves Me, a restaurant at Red, and a place of worship at Keizersgrachtkerk. Keizersgrachtkerk is a notable landmark that serves as a historic religious site for the local community."
Zuid,Entire home/apt,140,5,3,0.08,1,0,0,The area features a garden.
Oud-Oost,Entire home/apt,282,2,14,0.37,1,117,0,The area features cultural and educational institutions including the arts centre Framer Framed and the school Kunstmagneetschool De Kraal. These venues serve as local hubs for artistic engagement and learning.
De Baarsjes - Oud-West,Entire home/apt,200,3,14,0.35,1,0,3,"The area features retail and services including 020 Fietsen Amsterdam, Skate Dokter, de zuivere naald, and L'equipage, alongside community hubs like Boeken Ruilbeurs and the cafe ted. These spots provide local access to bicycle maintenance, tailoring, books, and social spaces."
De Baarsjes - Oud-West,Entire home/apt,175,3,3,0.1,1,0,0,"The area features arts and culture at De Nieuwe Liefde, a literary podium and debate centre, alongside Moto Dick, a specialized motorcycle shop. There is also a playground nearby."
Centrum-West,Private room,224,2,119,3.05,1,258,29,The area features cultural offerings including the Galerie Staaf gallery and a public_bookcase.
Geuzenveld - Slotermeer,Entire home/apt,130,4,4,0.1,1,154,0,The surroundings feature a playground.
Centrum-Oost,Entire home/apt,250,4,21,0.65,1,1,0,"The area features dining and retail options such as Ms. Chelin, Mirror, Azarius, and House of Smart, alongside services including King Bikes, Hans Brinker, and Wijkcentrum d'Oude Stadt. Wijkcentrum d'Oude Stadt serves as a local community centre, providing a central hub for neighborhood activities."
De Baarsjes - Oud-West,Entire home/apt,214,2,28,0.72,1,0,0,"The area features retail and cycling shops such as Decathlon, Freewheel, and Rusty Gold, alongside everyday conveniences including Albert Heijn, Etos, Odin, and Makker. Dining options are represented by Mesut, which serves as a local spot for quick meals."
De Pijp - Rivierenbuurt,Private room,120,2,141,3.57,1,10,3,"The area features dining and nightlife options such as Café De Baron and Badcuyp, alongside services including Hairstudio Pu-ma, Skin Project Institute, Dental 220, and Taalhuis Amsterdam. You will also find specialized shops and amenities like Ajax Bike, FermentFabriek, and Résonance."
Centrum-West,Private room,203,1,75,3.14,1,319,32,"The area features retail and services including Amac, COPA Football Flagship Store, Het Zwarte Fietsenplan, and Marina Tabak Souvenier Supermarkt, alongside the convenience of Albert Heijn. Accommodations in the vicinity include A-Train Hotel and Hotel Plant."
Zuid,Private room,100,1,0,,1,0,0,The area features a garden.
Oostelijk Havengebied - Indische Buurt,Entire home/apt,136,3,1,0.04,1,96,0,"The area features a variety of dining options including Eatmosfera, Döner van Oost, Volendammer Vishandel, Warda2, and Çinar, alongside retail and service establishments like Div., Gogun & Son, Stomerij en kledingreparatie Medina, and The Barbers Office."
Centrum-West,Private room,150,2,12,0.38,2,0,0,"The area features a cafe and a wine bar, represented by Toki and Troppo Giovane."
Zuid,Entire home/apt,444,5,9,2.33,1,304,3,"The area features dining options such as Juliette and Kooy's Delicatessen. It also includes Stichting Kuria, which serves as a local social facility."
Oud-Oost,Entire home/apt,217,3,14,0.35,1,209,2,The surroundings feature a multi pitch climbing area and a garden.
Zuid,Entire home/apt,300,4,7,0.18,1,128,0,The area features a bar called Chef.
Oud-Oost,Entire home/apt,150,2,13,0.33,1,0,0,The surroundings feature a garden.
De Pijp - Rivierenbuurt,Entire home/apt,200,3,4,0.14,1,0,0,The area features dining options including the Indonesian restaurant Omahe and the hot dog fast food spot The Fat Dog. It also includes the place of worship Hare Krishna Nederland and a local butcher.
Centrum-Oost,Private room,80,3,91,2.27,2,274,21,"The area features the Magere Brug, a historic landmark and iconic drawbridge that serves as a quintessential symbol of the city's canal architecture. A public_bookcase is also located nearby."
De Pijp - Rivierenbuurt,Entire home/apt,214,2,14,0.36,1,9,0,"The area features Maarten Lutherkerk, a place of worship that serves as a local landmark for the community. The surroundings also include a garden, a picnic table, and a playground, providing spaces for outdoor recreation."
Centrum-Oost,Private room,75,3,79,1.99,2,0,1,"The area features the Magere Brug, a historic landmark and iconic drawbridge that serves as a quintessential symbol of the city's canal architecture. A public_bookcase is also available for local reading."
De Pijp - Rivierenbuurt,Entire home/apt,140,7,13,0.32,1,0,0,There are no specific places to describe in this area.
Zuid,Entire home/apt,299,4,9,0.61,6,0,4,"The area features Knokki, a hifi store."
Oostelijk Havengebied - Indische Buurt,Private room,76,2,40,1.0,1,1,0,"The area features Keesje Brijdeplantsoen, a park and playground that serves as a local green space for outdoor recreation."
Centrum-Oost,Entire home/apt,180,3,16,0.4,1,141,3,The area features dining and nightlife options including De Kop van Oost and Foodhal Mooie Boules. Brouwerij 't IJ is a well-known landmark brewery and windmill that serves as a historic focal point for the neighborhood.
Zuid,Hotel room,151,1,47,1.25,20,267,3,"The surroundings feature a guest house and a pub, alongside a playground and a garden for outdoor leisure. Gent serves as a notable landmark, acting as a historic cultural hub for the area."
Oud-Oost,Entire home/apt,100,2,13,4.94,1,0,3,"The area features dining and retail options including Dough Studio, Five Stars, and Velespit, alongside wellness and lifestyle services like Bo-Mij, Form, and The Plug. Local amenities are rounded out by the garden space at The Plug, which serves as a notable outdoor feature for the neighborhood."
De Baarsjes - Oud-West,Entire home/apt,150,2,20,0.59,1,0,5,"The area features dining options including Papa John's and WarungRahayu, alongside retail services such as A.S.K., Serhat Market, and Supervorm. Local amenities include a playground and public bookcase at J.J. Cremerplein, which serves as a central community gathering space."
Oud-Oost,Entire home/apt,225,5,6,0.16,1,0,0,The area features a playground and a garden.
Noord-West,Private room,54,2,101,2.57,1,10,24,The surroundings feature a garden.
Oud-Oost,Entire home/apt,400,4,12,0.3,1,0,0,The area features a garden.
Centrum-Oost,Entire home/apt,75,7,15,1.08,22,339,3,"The area features a mix of hospitality and nightlife, including Boutique Hotel View, Hotel Titus, Kooyk Hotel, Weber Hotel, and Weber Studios. Cultural venues and bars such as DeLaMar, Melkweg, Bar Weber, Lux, and Milk offer local entertainment and dining options."
Bos en Lommer,Private room,47,2,37,0.96,2,0,0,The area features a soccer pitch and a garden.
De Baarsjes - Oud-West,Entire home/apt,200,3,12,0.42,1,0,0,The immediate surroundings consist of a playground.
De Baarsjes - Oud-West,Entire home/apt,110,2,18,0.45,1,0,6,The area features a sandwich fast food spot called Broodje Daan and a garden.
Centrum-West,Private room,89,3,97,2.47,2,0,0,"The area features dining and nightlife options including Cafe Keffer, Dal Pagliaccio, De Deugniet, Donnerkebab, Kebab Corner, The Brokers Bar, The Grasshopper, Wok Inn, Vlaamse Friet, and café40, alongside retail spots like Croissanterie, Hot Or Not, Smart, The Happy Shop, and Tony's Chocolonely. Local landmarks include the Beurs van Berlage, a historic stock exchange building, Rederij Plas for canal tours, and the coworking space Meet Berlage."
Westerpark,Hotel room,161,2,27,1.0,20,269,3,"The area features a public bookcase known as Boekenkast, which serves as a local community resource for sharing literature. A park is also located nearby, providing a dedicated space for outdoor recreation."
De Baarsjes - Oud-West,Hotel room,151,2,39,0.98,20,239,1,"The area features a selection of dining and nightlife options including Le French Cafe, Café Thuys, Boegbeeld, and Spelletjescafé 2 Klaveren. The surroundings also include the artwork Ankh."
Centrum-West,Entire home/apt,220,3,25,0.72,2,279,2,"The area features the Noordermarkt, a historic marketplace known for its traditional atmosphere, alongside the basketball pitch. The surroundings also include the artwork Woutertje Pieterse & Femke, which serves as a notable local cultural landmark."
Centrum-Oost,Private room,242,1,17,1.1,2,0,0,"The area features Galerie AdK Actuele Kunst, a local gallery, alongside Hotel Mozart."
De Baarsjes - Oud-West,Entire home/apt,247,2,15,0.38,1,0,0,The area features a garden.
Centrum-Oost,Entire home/apt,180,3,18,0.47,1,6,3,The area features recreational spaces including a korfball pitch at Swift/PST and a garden. Wertheimpark is a significant local park that serves as a quiet green space and historical site.
De Pijp - Rivierenbuurt,Entire home/apt,220,3,15,0.49,1,0,3,"The area features dining options including Pasta e Pizza, Tsunarié, and Saravanaa Bhavan, alongside coffee at Kaldi and a pub at Huis van Iemand Anders. Local amenities include the Ibis Styles Amsterdam Amstel hotel, the TrainMore fitness centre, the De Sleutelkluis locksmith, and the Fabric Inspired X Artitude gallery, which serves as a creative cultural space for the neighborhood."
Noord-West,Private room,30,1,12,0.37,2,0,1,The area features a garden and a playground.
IJburg - Zeeburgereiland,Private room,80,3,21,0.56,1,0,0,The immediate surroundings consist of a playground.
Centrum-West,Private room,164,3,54,1.9,1,271,28,"The area features dining and retail options including Café 't Papeneiland, Café Tabac, and Pompon. These spots provide a mix of local cafe culture and floral offerings within the neighborhood."
IJburg - Zeeburgereiland,Hotel room,161,1,7,0.23,20,271,0,The area features the hotel SWEETS.
Centrum-West,Entire home/apt,140,2,15,0.68,1,0,1,The area features dining at Billy's Thai Restaurant and retail options including Verse for clothes and Prinsheerlijk Antiek for antiques. Personal care services are available at De Knipkamer 352.
Centrum-West,Private room,70,3,235,6.17,1,148,57,"The area features a variety of dining options including De Drie Graefjes, De Pannenkoekerij, Eethuis Sie-Joe, Takumi Ramen, Dal Migliore, Seafood Grill, La Cantina, La Casa, Lunch & Dinner, Mr. Crab, and Corner House Hotel Cafe, alongside nightlife and social spots like De Drie Fleschjes, De Drie Monnikjes, De Nieuwe Pilserij, and Amsterdam Seed Center. Retail and services include Green Budget Bikes, Original Dutch Fabric, Quilt Shop, Pop Up Store Marcous Vintage, Rainbow, Rejoes, Sense, St. Paul's, Tulashi, Tattoo & Art, Museumfoto, and the Dam Square Inn, which is a well-known landmark serving as a central hub for the city."
Centrum-West,Private room,76,1,87,2.31,3,309,26,"The area features dining options such as Oriole Garden Bistro and Bridges, alongside The Grand hotel."
De Baarsjes - Oud-West,Entire home/apt,119,2,15,0.4,1,0,0,"The area features green spaces such as Nicolaas Beetsplantsoen and Burtmoestuin 'Het eetbare plantsoen', which serve as local community gardens. These are complemented by the presence of Brede school De Kinkerbuurt."
Slotervaart,Entire home/apt,90,3,3,0.11,1,0,0,"The area features the arts centre Broedplaats HW10, which serves as a creative hub for local artists. It also includes a table tennis pitch."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,3,13,5.13,1,337,6,"The surroundings feature Marijke's guestroom, which is a hotel. A garden is also located here, providing a natural space for relaxation."
Oostelijk Havengebied - Indische Buurt,Private room,49,1,48,1.26,2,139,1,There are no specific places listed to describe the surroundings.
De Baarsjes - Oud-West,Private room,129,4,96,2.77,2,64,11,"The area features a mix of daily essentials and dining, including the chemist Kruidvat, the florist Amsterdam Flora, and the beauty salon Delete. You can also find refreshments at Cafe Kompleet and The Bab restaurant."
Centrum-Oost,Entire home/apt,300,3,27,0.82,1,0,0,"The area features dining at Café Café, which offers outdoor seating, and cultural interest provided by the artworks Zonder titel and Spinoza. Stadsloket Centrum serves as the local townhall, acting as the primary municipal service point for the neighborhood."
Oud-Oost,Entire home/apt,195,3,6,0.17,1,0,0,"The area features local community staples including the Buurtbiep public bookcase and the Bassischool Frankendael school. Transvaalplein serves as a local landmark, providing a dedicated garden and playground space for the neighborhood."
Westerpark,Private room,165,1,0,,2,0,0,"The area features Frederik Hendrikplantsoen, a local park, garden, and playground that serves as a central green space for the neighborhood."
Centrum-West,Entire home/apt,487,1,3,3.0,5,268,3,"The area features the Palmentuin Prinseneiland, a garden that serves as a quiet green landmark for the neighborhood."
Westerpark,Entire home/apt,165,8,23,0.63,2,0,0,"The area features local services including Westerpark Maryam Hair & Beauty and Nick's Rijwielherstel. Outdoor recreation is supported by Trail.NL, while the nearby garden is a notable green space that serves as a central park for the community."
De Pijp - Rivierenbuurt,Entire home/apt,200,2,8,0.23,1,0,0,"The area features 9e Montessorischool De Scholekster, which serves as a local educational institution."
Westerpark,Entire home/apt,110,2,3,0.08,1,0,0,"The area features specialized retail including Gregario Cycling Services for bicycles and Saxomania for musical instruments. You will also find the Chapiteau, a venue that serves as a local cultural landmark for live performances."
Watergraafsmeer,Entire home/apt,147,14,8,0.3,1,0,0,"The area features Bassischool Frankendael (locatie Hogeweg) and a garden. The garden serves as a local green space and landmark, providing a natural setting for the neighborhood."
Centrum-West,Private room,112,1,191,5.37,2,215,84,"The area features dining and nightlife options such as Mr. Crumbs and The Pint, alongside retail shops including Red Light Records, Red Light Souvenirs, Saint Morris, and various hemp-focused stores like Sensi Seeds Bank, The Flying Dutchmen, Hemp Story, and Hemp Gallery. Cultural landmarks include the Hash Marihuana & Hemp Museum and Tobacco Experience, which highlight local history, and de Wallen, a well-known historic district that defines the character of the neighborhood, complemented by accommodations like B&B 1680, Princehof, and Heart of Amsterdam."
Oud-Noord,Entire home/apt,140,3,9,0.39,1,189,0,The area features a garden.
Zuid,Entire home/apt,400,2,3,0.08,1,0,0,"This area features a guest house at Flores & Puck, alongside local services including Tandartspraktijk De Liefde and Tobiasschool."
Bos en Lommer,Entire home/apt,100,2,14,0.38,1,0,2,"The area features a garden, a volleyball pitch, and a playground."
Centrum-West,Entire home/apt,250,2,13,0.39,2,0,1,"The area features cultural landmarks including the Anne Frank Huis, a historic museum documenting the life of Anne Frank, and the Westerkerk, a prominent 17th-century church known for its iconic tower. You will also find retail and dining options such as the Anne Frank Huis Museumshop, Comics Import Amsterdam, Lunchcafé Dialoog, Museum Cafe, Huisartsenpraktijk Westertoren, and a kiosk."
Oud-Oost,Entire home/apt,198,1,36,1.04,6,354,11,The area features dining options such as Sranang Makmur and Tres Amigos. It also includes a garden.
Oud-Oost,Entire home/apt,166,1,77,2.5,6,268,25,The area features a garden.
Westerpark,Entire home/apt,250,1,15,0.42,1,0,1,The surroundings feature nightlife at De Nieuwe Anita and a garden.
Oud-Noord,Entire home/apt,100,2,6,0.18,1,158,0,"The area features Over Y College, an educational institution. There is also a garden."
De Baarsjes - Oud-West,Shared room,225,2,14,1.03,6,83,2,"The area features dining and retail options such as Little Plant Pantry, Sotto Zero, and Teds place. Essential services and community amenities include DC Klinieken, springlet, and a public_bookcase."
Centrum-Oost,Private room,89,2,137,3.97,2,76,51,"The area features a slipway and the Museumhaven, a museum that preserves and showcases historic inland vessels."
Bos en Lommer,Entire home/apt,149,2,18,0.54,1,86,1,"The area features Willem Augustinpark, a park that includes a playground for local recreation."
De Pijp - Rivierenbuurt,Entire home/apt,158,3,6,0.23,4,16,1,"The area features diverse dining and cafes including Annavilaas, Bakery Van Wou, Coffee Bru, Nazka, and Tapmarin, alongside retail and services like Mokum Motors, The Color, WOW, dotshop, and wasserette van wou. The neighborhood also includes Glazemade for pottery and Healthy massage Fang."
De Pijp - Rivierenbuurt,Entire home/apt,200,3,14,0.48,1,21,3,"The area features a variety of dining options including Franggo, Arles, Thai Roof, Ranchi Amsterdam, Mari Peruvian Delights & More, Warung Swietie Lelydorp, and Lunchcafé Bozz, alongside retail shops like Birkenstock, Shoelala Shoes & More, Mikado Speelgoed, Ideaal Gordijnen Specialisten, Khadija Caftan Biladi, and Vivánt Nancy. Local culture and activity are centered around the Albert Cuyp-markt, a historic street market that defines the neighborhood, the Gerard Dou Synagogue, a significant place of worship, and venues such as André Hazes, Café Dakduif, Folkvang, Boksschool VBSK Albert Cuyp, and Pole Practice."
Centrum-West,Entire home/apt,506,2,15,0.57,1,75,4,"The area features creative retail spaces including Bizarre Design and furniture shop The Arch. Cultural and recreational life centers around the arts centre dé Beeldhouwschool, which is complemented by a playground, basketball pitch, boules pitch, and picnic_table."
Centrum-Oost,Private room,330,2,2,0.07,3,176,0,"The area features the Hortus Botanicus, a historic botanical garden that serves as a significant green landmark, alongside the Budget Hotel Hortus."
De Pijp - Rivierenbuurt,Entire home/apt,135,1,15,0.53,1,0,0,The area features a bicycle shop called Slob fietsen and a garden.
De Baarsjes - Oud-West,Entire home/apt,145,5,10,0.35,1,1,2,The area is defined by a garden.
De Pijp - Rivierenbuurt,Entire home/apt,194,2,11,0.35,1,64,1,The area features a garden.
Centrum-West,Private room,135,4,38,1.22,1,8,0,"The area features a school, Theo Thijssenschool, and a playground."
Oud-Oost,Entire home/apt,300,4,1,0.03,1,343,0,"The area is defined by the presence of the Amstelcampus, a university that serves as a central hub for academic life. Nearby, you will find a garden that provides a quiet, green space for the community."
Oostelijk Havengebied - Indische Buurt,Private room,105,3,24,0.76,1,52,2,"The area features a hairdresser known as Gentleman, alongside recreational amenities including a playground, a soccer pitch, and a garden."
De Aker - Nieuw Sloten,Private room,110,1,28,0.88,1,279,6,The area is home to Johan's B&B.
Centrum-West,Private room,106,1,144,4.39,2,336,32,"The surroundings feature dining options including Ali Baba and Bakkerij Wolf, alongside the local hairdresser Kapsalon Bianco."
Centrum-Oost,Entire home/apt,161,7,2,0.07,15,364,0,"The area features cultural landmarks including the Luther Museum Amsterdam, which highlights local religious history, and the Hortus Botanicus, a historic garden known for its diverse botanical collections. Nearby outdoor spaces include the J.W. van Overloopplantsoen park and the public artwork Afscheid."
Centrum-Oost,Entire home/apt,248,7,0,,15,361,0,"The area features the J.W. van Overloopplantsoen park and the Afscheid artwork, which serves as a notable local landmark. Culture is represented by the Luther Museum Amsterdam, a significant site for exploring religious history, alongside the garden space found within the park."
De Baarsjes - Oud-West,Entire home/apt,150,2,3,0.09,1,0,0,"The area features the green space of Rembrandtpark, which serves as a significant local park for outdoor recreation. Nearby, you can find the bar Patio and the public art installation Wormenhotel."
De Pijp - Rivierenbuurt,Private room,69,3,32,1.04,2,353,10,"The area features educational institutions including De Avonturijn, Kindcentrum Sarphati, and Lycée français Vincent van Gogh. Local amenities also include the Afrikahuis and the Love Cycle bicycle shop."
De Baarsjes - Oud-West,Entire home/apt,255,3,13,0.42,1,128,4,"The area features daily conveniences including Centraal Stomerij, Copy Plaza, Primera, GoodNews, Wittop Koning, and the hairdresser BrainWash. Dining and social options include Café Helmers, Janus, Kartika, Toko Ikan Mas, Un., and the Princess Hostel, while the GVB Servicepunt serves as a transit hub for local travel."
De Pijp - Rivierenbuurt,Private room,100,2,131,4.06,2,84,26,"The area features diverse dining and retail options including Renato's Pizzeria, Kitchen Impossible, Elevate Coffee Lab, Iambe, Li's Beauty Lounge, and Strips. Local amenities also include Yagoy for fitness, Coffeeshop Papillon, and the music school auf dem Brinke."
Oud-Noord,Hotel room,108,1,53,1.75,12,329,1,"The area features a supermarket at Albert Heijn and dining options including Bagels & Beans and Public Space, which offers outdoor seating. Schegpark serves as a local park and garden, providing a green space for the community."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,135,2,26,0.86,1,0,9,"The area features dining and retail options including El Pescado, The Meets, Café Insulinde, IJs van Oost, Kwiyasse, Tabakshop Java, and Zeeman. Personal care services are available at Barbershop Murat and the local hairdresser."
De Pijp - Rivierenbuurt,Entire home/apt,157,7,5,0.17,1,66,2,"The area features a variety of dining options including Annavilaas, Nazka, Rayleigh & Ramsay, and Bakery Van Wou, alongside daily conveniences like Stadsmarkt De Pijp, wasserette van wou, and Healthy massage Fang. Local retail and services are represented by Coffee Bru, Glazemade, Mokum Motors, The Color, and dotshop."
Noord-Oost,Entire home/apt,150,3,5,0.18,1,0,2,The immediate area features a basketball pitch.
Watergraafsmeer,Entire home/apt,80,5,9,0.33,1,5,4,The area features a garden.
Centrum-West,Entire home/apt,225,3,15,0.46,1,118,2,"The area features the cultural landmark Felix Meritis, a historic center for arts and sciences, alongside the retail shop Episode. Community life is centered at the community_centre."
De Baarsjes - Oud-West,Entire home/apt,285,3,7,0.22,1,359,0,"The surroundings feature a garden, an artwork, and a playground."
De Baarsjes - Oud-West,Entire home/apt,140,2,12,0.37,1,2,4,"The area features Helmersplantsoen, a garden and park that serves as a local green space for the community. A public_bookcase is also available for residents to share literature."
Centrum-West,Entire home/apt,154,1,0,,4,0,0,"The area features Toon Ylandplantsoen, a park that provides a local green space for outdoor recreation. This location includes a picnic_table for seating and relaxation."
Centrum-Oost,Private room,107,2,98,3.07,1,82,14,"The area features green spaces and gardens including Eerste Weteringplantsoen, Kruidenpluktuin Weteringbuurt, and an outdoor playground. Retail options include Ekoplaza and Carl Denig, while the artwork Simon Carmiggelt serves as a local landmark honoring the renowned Dutch writer."
Oud-Oost,Private room,102,2,76,2.51,1,276,21,The area features the pub Dorst.
De Pijp - Rivierenbuurt,Private room,76,1,26,0.84,8,361,4,"The area features a variety of recreational facilities including a playground, table tennis pitch, basketball pitch, soccer pitch, fitness station, dog park, and garden. These amenities are centered around Sarphatipark, a landmark park that serves as a primary green space and community hub for the neighborhood."
Centrum-West,Entire home/apt,275,3,23,0.72,1,5,3,"The area features dining and retail options including O Bistro and Jouw Groenteman, alongside local spots like Café Lowietje. Constantiahofje serves as a historic garden, providing a quiet green space within the neighborhood."
IJburg - Zeeburgereiland,Private room,74,1,4,0.13,10,0,0,The area features dining at DOK48 and maritime facilities at Haven WV IJburg.
Bos en Lommer,Private room,200,2,0,,1,0,0,The surroundings feature a multi pitch climbing area.
De Pijp - Rivierenbuurt,Entire home/apt,175,2,4,0.38,1,146,3,"The area features a variety of dining and nightlife options including Badeta Koffiebranders, CousCous Club, De Pizzakamer, Massimo Gelato, Hayran, Romio's Taverna, Sinne, and Wijnbar Paulus. Retail and services include Bicycle Hotel, De Stadsfiets, De Stijlkamer, Discover Shiatsu, Grice Circular Fashion, New Look, TrainMore, and the cinema Rialto, while the local landmark Oranjekerk serves as a notable place of worship and BACK provides a garden space."
Oud-Oost,Entire home/apt,199,2,3,0.73,1,4,3,"The area features retail and service options including Bo-Rent, Bo-Mij, Five Stars, and Flama Farah. Local amenities include the bicycle shop Velespit, the garden center The Plug, and the artwork display."
De Pijp - Rivierenbuurt,Entire home/apt,150,3,13,1.15,1,0,5,"The area features the Savoy Hotel and the animal-focused attraction Kinderboerderij de Pijp, which serves as a local community garden and zoo."
De Baarsjes - Oud-West,Entire home/apt,160,3,6,0.21,1,5,2,"The area features community spaces including the Buurthuis De Tagerijn and the Balboaplein, which serves as a local playground and garden."
De Pijp - Rivierenbuurt,Entire home/apt,125,3,11,0.37,1,0,0,"The area features dining and nightlife options such as Impero Romano and Café Gijs, alongside creative spaces like Voyeur by Kaosz Atelier and the service facility Aroba Bandenservice. It also includes the Huis met de Kabouters, a local landmark known for its distinctive architectural facade and historical character."
Westerpark,Entire home/apt,400,5,1,0.03,1,0,0,"The area features Staverno, a marina that serves as a focal point for local maritime activity. Daily needs are supported by Knippen bij Wendy and NiDA Wasserij Stomerij."
De Pijp - Rivierenbuurt,Entire home/apt,181,3,4,0.15,1,339,0,The surroundings feature a garden and a playground.
De Baarsjes - Oud-West,Entire home/apt,100,2,6,0.21,1,15,1,"The area features diverse dining options including De Japanner, De Oost, Riaz, Vicio, and BAR BARIO, alongside retail shops like Dille & Kamille, Jutka & Riska, Reshare Store, WoodHouse, and Alex Bikes. Essential services and personal care are provided by Laset Beauty Lab, Menspire, Mooi Anders, Salon Bella Brasil, Aquacosta, Zest, RA travel, Quality Cleaners, Homeless Laundry Colors Wasserette, and the artwork at Soytasty."
Oostelijk Havengebied - Indische Buurt,Private room,93,1,43,1.46,2,86,9,"The area features recreational outdoor spaces, including a garden, a playground, and a park. Rietlandpark is a local park that serves as a primary green space for the community."
De Baarsjes - Oud-West,Entire home/apt,125,2,11,0.37,3,0,8,"The area features dining and nightlife options such as De Italiaan, Gertrude, and Toussaint, alongside beauty services including SKIN and The Laser Lab. Local amenities also include the Slot Meesenstijn playground and kindergarten."
Bos en Lommer,Entire home/apt,189,3,8,0.28,1,0,2,The surrounding area features a garden.
