neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
Centrum-West,Entire home/apt,175,2,34,0.62,1,20,7,"Nearby places include an attraction, a supermarket, a wine shop such as Chabrol Wines, restaurants including Bistrot Neuf, Namaskar, and Rangoli, a bakery, cannabis shops such as Coffeeshop Green Place, gift shops including It's a present, clothes stores such as Vintage Island and Zipper, a juice bar, a bag shop, a newsagent, a mobile phone store, a fast food outlet, a cheese shop like 't Kaaspunt, cafes such as Mono, a regional cafe, and a garden."
Oud-Noord,Entire home/apt,225,3,19,0.34,1,0,1,There is a garden nearby.
Buitenveldert - Zuidas,Entire home/apt,166,3,15,0.33,1,56,0,The area includes a fitness centre called Trainmore.
Oud-Oost,Entire home/apt,150,3,21,0.38,1,0,0,"The area features a park, a garden, and a Surinamese fast food restaurant, including Afrikanerplein and Eethuis Parie."
Oud-Noord,Private room,103,2,120,2.57,1,242,4,"The nearby place is an apartment, specifically Aparthotel North."
Centrum-Oost,Entire home/apt,174,3,286,5.25,1,57,59,"The area features a hotel, clothes stores, jewelry shops, a deli, a coffee shop, a viewpoint, a gift shop, a cafe, a Thai restaurant, a cosmetics store, and a fashion accessories shop, including places such as Amstel Canal Guest House, Marbles Vintage, The Antique Ring Shop, Sterk Staaltje, and Krua Thai."
Bos en Lommer,Entire home/apt,139,4,2,0.04,1,0,0,"The area contains a basketball pitch, a playground, a tennis pitch, and a garden."
IJburg - Zeeburgereiland,Entire home/apt,300,3,57,1.05,1,350,8,There is a playground and a garden nearby.
Centrum-Oost,Entire home/apt,190,4,10,0.23,1,0,0,There is a soccer pitch in the area.
Centrum-West,Private room,130,3,22,0.48,1,1,0,The nearby places include a tea shop called Formocha.
Centrum-Oost,Entire home/apt,207,2,145,2.77,1,257,10,"The area includes nightclubs John Doe and Cooldown Cafe Rembrandtplein, Eden Hotel Amsterdam, coffee shop cafe Screaming Beans, French restaurant Brasserie Flo, and restaurant Graphite by Peter Gast."
Oud-Oost,Entire home/apt,158,5,24,0.43,1,0,0,"The area includes a university and a restaurant, such as Amstelcampus and Amstelhaven."
De Pijp - Rivierenbuurt,Entire home/apt,150,7,37,0.7,3,64,3,"Nearby places include a beauty salon, convenience store, hairdresser, musical instrument shop, vacant space, language school, bicycle rental, dentist, pub, and garden, such as Skin Project Institute, Café De Baron, Hairstudio Pu-ma, Résonance, Taalhuis Amsterdam, Ajax Bike, and Dental 220."
Geuzenveld - Slotermeer,Entire home/apt,184,4,11,0.21,1,0,0,There is a playground nearby.
Geuzenveld - Slotermeer,Entire home/apt,149,3,10,0.19,1,1,2,"The area includes a park and a marina, such as Sloterpark and De Duikelaar."
De Pijp - Rivierenbuurt,Entire home/apt,124,2,30,0.78,1,30,0,"The area features clothes shops like 7115 by Szeki and Kilo Store, restaurants including The Butcher and Pho 91, jewelry stores such as Anna+Nina and MC Jewels, a mattress store named Amsterdamse Matrassencentrale, a fitness centre called The Workout Lab, a bookstore named Fenix Books, a beauty salon called American Nails, a sandwich cafe named Broodje Gerard, interior decoration shops like Living-in By Romy's, a butcher shop named Slagerij Zuid, an Italian restaurant called Carletto, a fashion accessories store named Aiche, a seafood shop named Vishandel Molenaar, a party store called De Kinderfeestwinkel, a cannabis coffee shop named Coffeeshop Club Media, and a marketplace called Albert Cuyp-markt."
De Pijp - Rivierenbuurt,Entire home/apt,305,3,26,0.49,1,162,0,"Nearby places include hairdressers, alcohol, garden, vacant, wine, beauty, and shoes shops, such as Beauty & Mind, C. Tuinder & Zn, De wijnimport van Arrebol, Elisabeth Haarmode, and Haar In De Wind."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,3,5,0.09,1,0,0,"The area includes a marina, such as Jachthaven Piet Hein."
De Baarsjes - Oud-West,Entire home/apt,290,3,6,0.13,1,9,0,"Nearby places include restaurants, a pizza restaurant, a veterinary, a coffee shop cafe, and a hairdresser, such as Annapurna, De Pizzabakkers, Dierenkliniek Overtoom, Overtone Bistro, Parallel, Pieter Bas, and YNK."
Zuid,Entire home/apt,120,7,7,0.13,1,0,0,"The area includes a garden, a dentist such as Tandartspraktijk de ZuidAs, and a cannabis shop such as Coffeeshop Pacific."
De Baarsjes - Oud-West,Entire home/apt,181,2,27,1.65,1,363,2,"The area features a garden, a tattoo shop, a vacant space, and a supermarket, along with dining and retail options such as Albert Heijn, Fort Negen, Grapedistrict, Konya Etliekmek, Lara, Marja, Maz Mez, Napoli Pizza, and WONTON."
Centrum-West,Entire home/apt,425,2,52,1.03,1,68,3,"The area includes a florist, a restaurant, a sandwich pub, a pub, and a cafe, such as Pompon, Enté, Jardin, Café Thijssen, and Café 't Papeneiland."
Centrum-Oost,Entire home/apt,440,2,21,1.25,2,0,6,"Nearby places include coffee shops, clothes stores, restaurants, cafes, a wine shop, a tattoo shop, and a jewelry store, such as Social Coffee, Samsøe Samsøe, Ali Ocakbaşı, Boerejongens, The Preacher's son tatoo shop, and De Juwelier."
Noord-West,Entire home/apt,146,1,60,1.12,7,153,7,"The area includes a pitch and a sports centre, such as Sportpark Melkweg."
Buitenveldert - Zuidas,Private room,70,3,146,2.89,1,19,11,"The nearby place is a tennis sports centre, specifically Tennispark Buitenveldert."
Watergraafsmeer,Entire home/apt,155,28,10,0.31,1,0,0,"The area includes a table tennis pitch, a playground, a garden, and a soccer pitch."
Bos en Lommer,Private room,47,2,176,3.36,2,49,18,The nearby places include an artwork called Beeld van brons en steen and a park called Erasmuspark.
Centrum-Oost,Entire home/apt,240,3,168,3.46,1,192,34,"Nearby places include restaurants, asian restaurants, vacant spaces, cannabis shops, italian restaurants, bakeries, museums, pubs, nightclubs, and fast food outlets such as Air, Café Langereis, Coffeeshop Kooi, Gollem, Ichisin Ramen Hokkaido, La Panetteria, Lo Stivale d'Oro, Our House, Restaurant 212, Ribs Factory, Salsa shop, and tasty burger."
Oud-Oost,Entire home/apt,92,4,21,0.4,1,0,3,"Nearby places include a bicycle shop named Velespit, a kickboxing dojo called Spally's Kickboxing, a cannabis shop named The Plug, a bar called Bo-Mij, two doityourself stores named Bo-Rent and Five Stars, a hairdresser named Flama Farah, a garden, and an indian restaurant named India Roti Room."
Centrum-West,Entire home/apt,175,2,21,0.41,1,0,0,"The area features cafes, restaurants, galleries, a pharmacy, a chemist, a wine shop, a massage parlor, a hairdresser, a garden, a dentist, a soccer pitch, and a playground, including places such as Arttra, Cru, De Blaffende Vis, Hermanusje van Alles, Het Monumentje, Hummus Bistro D&A, Kleine Atelier, Medicijnman Apotheek Jordaan, Mooi Mate, Noorderspeeltuin, Ristorante Pepe, Roux, The Dental House, Westerstraat kapsalon, and Westerstraat massage."
De Pijp - Rivierenbuurt,Entire home/apt,629,3,7,0.13,1,11,1,"Nearby places include a clinic, hotel, stripclub, massage, restaurants, artwork, public bookcase, clothes, and craft, such as Amsterdam Cosmetic Clinic, Aston City Hotel, BonTon, Five City Spa, Linguini Trattoria, Locals Coffee, Petit Caron, Shortcut & Hardwear, and Van Beek Art Supplies."
Oud-Oost,Entire home/apt,105,3,3,0.06,1,0,0,"The area features a park, outdoor seating, and a pub, including Oosterpark and Café de Jeugd."
Oud-Oost,Entire home/apt,130,5,4,0.08,1,0,0,"The area includes a garden and a park, such as Oosterpark."
Centrum-West,Private room,183,2,19,0.36,2,342,1,The area includes a jewelry store called Beadies Amsterdam and a cake cafe called Chocolaterie Pompadour.
Centrum-West,Private room,115,2,171,3.31,1,252,14,"The area includes a picnic table, a playground, and doctors, such as Westerdokters."
De Baarsjes - Oud-West,Entire home/apt,99,1,29,0.67,1,0,0,There is a garden nearby.
Westerpark,Entire home/apt,185,5,6,0.12,1,0,0,The area includes a marina called Staverno and a laundry called NiDA Wasserij Stomerij.
Centrum-West,Private room,107,2,180,3.49,1,218,32,"The area features clothes stores including Fabienne Chapot and Lululemon, art galleries such as The Collective Studio and Tikal, a furniture store, an Italian restaurant, a cafe, a kindergarten, a restaurant, a gift shop, a jewelry store, and a cosmetics shop."
De Baarsjes - Oud-West,Private room,125,3,159,3.13,1,0,0,"Nearby places include tailors like Kalender Kleermaker and Ekerbiçer, a doctor at Huisarsten Bellamyplein, a cafe called Café Bellamy, a computer shop named Login, a second-hand store called Tati, a bar named La Parole, and a massage place called More."
Bos en Lommer,Entire home/apt,95,2,27,0.62,1,0,4,There is a garden nearby.
Centrum-West,Private room,73,1,174,3.44,2,280,46,"Nearby places include a pub, a cannabis shop, a bookstore, a theatre, a garden, and an attraction, such as De Engelbewaarder, Bagheera, The Book Exchange, Compagnietheater, and Oost-Indisch Huis."
Westerpark,Entire home/apt,200,2,8,0.18,1,0,0,"The nearby places include a garden and a studio, such as Echobox."
Watergraafsmeer,Entire home/apt,240,3,10,0.23,1,70,1,The area includes a garden and a playground.
Oud-Noord,Private room,90,2,39,0.86,1,230,1,There is a soccer pitch.
De Pijp - Rivierenbuurt,Private room,65,3,173,3.44,1,154,13,"The area includes a park, a garden, a fountain, and a playground, such as Sarphatipark."
Noord-Oost,Entire home/apt,150,15,2,0.04,1,10,1,"The area includes a park, such as Baanakkerspark."
Centrum-West,Entire home/apt,495,3,55,1.74,1,24,13,"Nearby places include a cafe, artwork, and information, such as Café Tabac."
De Baarsjes - Oud-West,Entire home/apt,250,1,1,0.02,1,89,0,There is a playground nearby.
Centrum-West,Private room,74,2,142,3.05,2,248,14,"Nearby places include e-cigarette, asian fast food, cafe, erotic, gift, clothes, ice cream, restaurant, fish fast food, asian restaurant, travel agency, ticket, cosmetics, social facility, ramen restaurant, tobacco, fast food, and attraction establishments such as Vape4life, Wok To Go, Bakery Cafe, Love Experience, Amsterdam Duck Store, Yucca, Ice Bakery, Burgerzaken, Henk's Herring, Golden Chopsticks, Tours & Tickets, Parfumerie Marjo, Princehof, Ramen-Ya, Sigarenmagazijn Bom 9, Friendship Cruises, Sexy Amsterdam, and de Wallen."
Zuid,Entire home/apt,325,2,24,0.57,1,201,4,There is a garden nearby.
Centrum-West,Entire home/apt,215,2,12,0.78,1,3,0,"The area includes bakeries such as BBrood! and Bakkerij Wolf, a hairdresser named Kapsalon Bianco, a pizza fast food place called Domino's, and a restaurant named Shoarma Mesut 2."
Centrum-West,Private room,80,1,153,3.46,1,44,50,"The area includes restaurants such as Barraka, Dal Migliore, Eethuis Sie-Joe, Kaagman & Kortekaas, La Cantina, Mr. Crab, and Seafood Grill, along with cafes, cannabis shops, pubs, gift shops, clothes stores, bars, hotels, beauty services, bicycle rentals, fabric stores, photo services, and massage services including Amsterdam Seed Center, Corner House Hotel Cafe, Dam Square Inn, De Drie Fleschjes, De Drie Graefjes, De Drie Monnikjes, De Nieuwe Pilserij, Green Budget Bikes, La Casa, Lunch & Dinner, Museumfoto, Original Dutch Fabric, Quilt Shop, Rainbow, Rejoes, Sense, St George, St. Paul's, Takumi Ramen, and Tulashi."
Centrum-West,Private room,160,2,135,2.72,1,309,10,"Nearby places include a park, a library, a gallery, a museum, a garden, outdoor seating, and artworks such as Bernard Heesen, Fotoboekenwinkel, Fotografie Bibliotheek, Huis Marseille, Jacob de Wit, and Johannes Voorhout."
Bijlmer-Centrum,Private room,83,1,179,3.53,1,86,4,"This area includes a garden, a playground, and the Amsterdam Centraal Apartment."
Bijlmer-Oost,Private room,30,1,127,2.6,1,0,0,"The area includes a park, such as Brasapark-Noord."
Oud-Noord,Entire home/apt,188,3,20,0.5,1,17,4,"The area includes a school and a cafe, such as De IJsbreker and De Ruimte."
Westerpark,Entire home/apt,160,2,3,0.09,1,0,0,"Nearby places include a garden, a school such as Dr. Rijk Kramerschool, an italian pastry shop called Salvo Italian Bakehouse, a persian restaurant named De Aardige Pers, a pub, and coffee cafes including Cafe de Oude Schaeper and Cafecito."
Watergraafsmeer,Entire home/apt,225,4,2,0.05,1,0,0,"The area includes a park and a garden, such as Darwinplantsoen."
Centrum-West,Entire home/apt,587,3,54,1.85,3,334,12,"The area includes cafes such as Greenwoods and Mediterrané coffeeshop, restaurants including Tales & Spirits and De Buurman, a hairdresser, a bakery, a tailor, a fast food place called Freddy Fryday, a convenience store, a kiosk, an antiques shop called The Totalitarian Art Gallery, a butcher named Vleeshouwerij D. Reinhart, a brothel called L'Amour, and a hotel named Hotel The Craftsmen."
Bos en Lommer,Entire home/apt,145,3,16,0.36,1,0,2,There is a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,250,4,15,0.34,1,0,0,"Nearby places include a lunch cafe, bicycle shop, deli, electronics store, chemist, Italian restaurants, ramen restaurant, beverages, Mediterranean restaurant, pub, supermarket, Indonesian fast food, hairdresser, and clothes shop, such as Albert Heijn, Betsu Bara, Café Quelle, Coffee Roastery, Da Damiano, Drogisterij Body & Beauty, Electro-Walst, Gitane, J&B craft drinks, Loenatix, STACH, Spaghetteria Caffè Jan Pieter Heijestraat, Tony Hairstyling, Warung Celebes, and Wiel tot wiel tweewielers."
De Pijp - Rivierenbuurt,Entire home/apt,175,2,4,0.08,1,0,1,There is a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,100,5,58,1.23,1,31,7,"The area includes a bakery, a park, a hotel, a restaurant, a bicycle shop, a beauty studio, a breakfast restaurant, an attraction, and artwork, featuring Bakkerij Paul Année, Bellamyplein, Hotel De Hallen, De Hallen, Sener Bikes, Nail studio, The Breakfast Club, P.W. Janssen, fish, and waterdraagster."
Oostelijk Havengebied - Indische Buurt,Private room,231,7,21,0.46,1,179,0,There is a garden nearby.
De Baarsjes - Oud-West,Entire home/apt,187,2,13,0.38,1,6,0,The nearby places include a coffee shop such as Dak Showroom.
Centrum-Oost,Private room,89,2,126,3.91,1,32,23,"Nearby places include an art gallery Peter Donkersloot, a jewelry store Spiegelgracht Jeweliers, a toy shop Tinkerbell, a beauty salon Health Quest by Joyce, a language school Cours de Français, a sandwich fast food restaurant Broodje Art, and an apartment Tulip House Luxury Apartment."
De Pijp - Rivierenbuurt,Entire home/apt,130,2,28,0.75,2,20,5,"Nearby places include a laundry, a garden, antiques, a hairdresser, a bakery, a coffee shop, a restaurant, a wine shop, and a bar, such as Wassalon Regenboog, Micky Fields, Layers Bakery & Deli, Reload Coffee, Brasserie SenT, and Amsterdam Wine Academy."
Centrum-Oost,Entire home/apt,326,3,6,0.13,1,0,0,"The area includes a camera, a community centre, a playground, and a soccer pitch, with locations such as Analogue, De Boomspijker, and Speeltuin De Waag."
Centrum-Oost,Entire home/apt,540,3,19,0.55,1,0,3,The nearby place is a bicycle shop called Fixjefiets!.
Centrum-West,Private room,128,1,12,2.35,1,24,12,"The area includes a guest house, a tattoo studio, and a museum, such as The Blue Sheep B&B, Studio Sailor, and Multatuli Museum."
Zuid,Entire home/apt,200,3,7,0.22,1,165,0,"The area includes a school, specifically 1e Montessorischool de Wielewaal."
Westerpark,Private room,65,2,67,1.41,3,331,8,"The area includes cafes such as Dignita Westerpark and Moos, a pharmacy called Spaarndammer Apotheek, a supermarket named Jumbo, a butcher called Slagerij Westerpark Halal, a kebab fast food place named Erol Doner kebab, and a bicycle shop called Fietspiraat."
Westerpark,Entire home/apt,179,3,12,0.46,1,0,0,There is a garden nearby.
Centrum-Oost,Private room,68,2,160,3.47,1,73,10,The nearby clinics include GGD Amsterdam and GGD SOA Polikliniek.
Centrum-Oost,Entire home/apt,150,4,18,0.38,1,0,0,"The area includes a breakfast cafe, a regional cafe, and artwork, such as Bakers and Roasters, Café Orloff, and Zeeman."
Zuid,Entire home/apt,170,5,8,0.17,1,0,0,"The nearby place is a park, specifically Vondelpark."
Oud-Oost,Entire home/apt,100,3,17,0.36,1,0,0,"Nearby places include an artwork, a convenience store, a community centre, a pub, a cafe, a middle eastern restaurant, a french cafe, a garden, a marketplace, an alcohol shop, a butcher, a bicycle shop, and a clothes shop, such as Abra, Aktas, Café Nieuwland, Café Publiek, Dappermarkt, Dynamo Jong, Esporta, Maikel Groenteman, Nara Nara, Slijterij Oost, and kaffee."
De Baarsjes - Oud-West,Entire home/apt,170,3,0,,1,0,0,"The area includes a playground, a school such as Basisschool Corantijn, and a tobacco shop such as PMP Star."
Noord-West,Private room,71,1,4,0.09,1,0,0,"The area includes a soccer pitch and a multi sports centre, such as Sportpark Buiksloterbanne."
Zuid,Entire home/apt,220,3,0,,1,162,0,There is a garden nearby.
Centrum-West,Private room,183,1,103,2.43,1,322,10,"Nearby places include hotels such as Canal House and The Toren dependance, and dentists including Lassus Tandartsen Keizersgracht and Tandartspraktijk Buisman."
Centrum-West,Private room,90,2,135,2.85,2,1,0,"The area includes attractions such as Oude Kerk and de Wallen, chocolate and confectionery shops like Ganache and Crepes & Wafles, a museum, fast food outlets including Burger Fabriek and Wok to Walk, a tattoo studio, a smartshop, a brothel, bars such as Dirty Dick's and Cafe The Tribe, an Italian restaurant, cafes, an Irish pub, hostels like The White Tulip Hostel, erotic venues, a studio, gift shops, information centers, a social facility, a florist, a motel, and a restaurant."
Centrum-Oost,Entire home/apt,250,3,14,0.44,1,10,1,"Nearby places include an artwork, a hairdresser, and a social facility, such as De jonge Rembrandt, Amstel Hair, and Ouder- en Kindteams Amsterdam."
Centrum-Oost,Private room,200,2,101,2.29,1,356,25,"The area includes a garden and a social facility, such as Sarphatihuis."
Centrum-West,Private room,113,2,182,3.84,3,60,30,"The area features common, paint, pastry, beauty, artwork, clothes, baby goods, tattoo, fast food, butcher, stationery, supermarket, cafe, bicycle, restaurant, deli, soccer sports, hotel, and carpet shops including A.P.C., Balthazar's Keuken, Baskèts, Edison, Ekoplaza, Engels, Hollywood Mark, Jacob Frederik Muller, Koffiespot, Koopman, Looiersplantsoen, Melrose, Misc, Repose AMS, Rijwielhandel Comman, Siem van der Gragt, Smit Cruyff, Snackbar Stoot je hoofd niet, Studio Stroop, and Waldo."
De Pijp - Rivierenbuurt,Entire home/apt,636,1,6,0.17,1,261,0,"The area includes restaurants, cafes, clothes shops, and other retailers such as L'Antica Pizzeria da Michele, Café De Groene Vlinder, Cottoncake, and Katsu."
De Pijp - Rivierenbuurt,Entire home/apt,180,3,16,0.37,1,0,0,"The area includes a massage practice, a garden, and a cannabis shop, such as André Broos Massagepraktijk en Reiki Master and Coffeeshop Relax."
De Pijp - Rivierenbuurt,Entire home/apt,113,3,14,8.57,2,0,7,There is a garden nearby.
Zuid,Private room,98,2,7,1.42,1,225,6,"The area contains a soccer pitch, an athletics track, a soccer sports centre, and a park, including Sportpark de Schinkel and Park de Schinkeleilanden."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,140,2,26,0.73,1,9,5,"Nearby places include a garden, cafe, convenience store, laundry services, massage studio, sports centre, library, florist, coffee shop, repair shop, beauty salon, and hairdressers, such as Urban Bloom, Coffee Company, Super Toko Nawied, Kleine Wasjes Grote Wasjes, Stomerij SuperNette, Sala Thai Wellness, TrainMore, OBA Javaplein, Chantilly, Linux Repair Café, Pampering Myself, Kapsalon The Friends, and Ramazan."
Noord-Oost,Private room,59,2,91,2.17,1,347,9,"The area includes a park and a picnic table, such as Schellingwouderpark."
De Pijp - Rivierenbuurt,Entire home/apt,250,2,12,0.28,1,132,0,"Nearby places include a bakery, coffee shop, garden, restaurants, wine shop, bar, language school, pizza restaurant, and burger restaurant, such as Layers Bakery & Deli, Reload Coffee, Juku Japans, Boeuf, Brasserie SenT, Wijnhandel van Krimpen, La Dilettante, Oeuf, and Porchetteria."
Slotervaart,Entire home/apt,220,3,30,0.7,1,13,6,The nearby place is a viewpoint called Amsterdam.
Centrum-Oost,Private room,54,2,214,4.67,2,76,35,"The nearby places include a playground and a hotel, such as David's Boat."
Oud-Oost,Entire home/apt,160,3,8,0.18,1,0,0,"Nearby places include a fitness centre, a dancing school, seafood, spinning fitness centres, fast food, a mobile phone shop, a Moroccan restaurant, a pub, a travel agency, a bicycle shop, and a pet shop, such as PLTS, Rocycle Oost, Rascasse, Mr Rooster, Pizzeria Steakhouse Oost, Tabak Mobi Shop, Marhaba, Sinbad, Euphoria, East Cycling, and Dierenwinkel Amsterdam."
Centrum-West,Private room,89,1,517,11.44,1,288,142,"The area includes a playground and a zoo, such as De Dierencapel."
Centrum-West,Private room,100,1,65,1.44,1,5,0,"Nearby places include a bakery, cafe, beauty salon, telecommunication stores, restaurants, an optician, gift shop, jewelry stores, ticket offices, a convenience store, confectionery shops, a shoe store, burger fast food, and clothing stores, such as Bakery Cafe, Cave Rokin, City Diamonds, Eye Wish, Guess, Harry Tromp, Het Groene Paleis, Het Groene Paleis - Coffee and Bakery, Jamin, KPN, Kingdom of Sweets, Kunsthandel Frans Jacobs, McDonald's, Mini Supermarkt, Sharp Gear, Sidestep, Sunday's, Tours & Tickets, Triumph, and Vodafone."
Noord-Oost,Entire home/apt,250,4,2,0.05,1,0,0,There is a garden and a swimming pool.
De Baarsjes - Oud-West,Entire home/apt,80,4,24,0.53,1,0,2,"The area contains a playground, a table tennis pitch, a school, and a garden, including De Visserschool."
De Pijp - Rivierenbuurt,Entire home/apt,97,1,41,0.99,2,354,6,"The nearby places include a garden and a fitness centre, such as Haut Fitnessclub."
Centrum-Oost,Private room,74,1,280,6.29,2,340,50,"Nearby places include a coworking space, restaurants such as Ron Gastrobar Paris and Boven de Balie, an electronics store called Apple Store, attractions including De Balie and Leidseplein, a garden named Kleine-Gartmanplantsoen, a cafe called Cafe in the City, a guest house, and a bar named Palladium."
Centrum-Oost,Private room,69,1,235,5.19,2,337,48,"The area includes a coworking space, restaurants such as Boven de Balie and Ron Gastrobar Paris, an electronics store called Apple Store, attractions including De Balie and Leidseplein, a garden named Kleine-Gartmanplantsoen, a cafe called Cafe in the City, a guest house, and a bar named Palladium."
De Pijp - Rivierenbuurt,Entire home/apt,165,2,16,0.54,1,0,0,"The area features a garden, a public bookcase, a field hockey pitch, and an artwork, including Wethouder Wibaut."
Zuid,Entire home/apt,133,2,173,4.2,2,231,31,"Nearby places include a conference centre, a cafe, a bakery, an interior decoration shop, a pizza restaurant, a garden, a clothes shop, and a dentist, such as De Bakkerswinkel, Imiho, Neeve, Pizza Beppe, Room of Ideas, Sabor de Maria, and Tandartspraktijk de ZuidAs."
Bos en Lommer,Entire home/apt,375,3,17,0.51,1,0,0,"The nearby places include a school and a garden, such as Multatulischool."
Centrum-West,Entire home/apt,150,4,17,0.48,1,13,2,"The area includes a kebab fast food restaurant Ali Baba, bakeries BBrood! and Bakkerij Wolf, a hairdresser Kapsalon Bianco, and a pizza fast food restaurant Domino's."
Bos en Lommer,Entire home/apt,250,3,19,0.43,1,79,1,"There is a parkour pitch, a soccer pitch, and a picnic_table."
Centrum-West,Private room,199,3,109,2.5,1,236,11,The nearby places include a restaurant called Bonboon and a toy store called A Space Oddity.
IJburg - Zeeburgereiland,Entire home/apt,200,3,14,0.39,1,7,0,"The area features a skateboard pitch, including Skatepark Zeeburgereiland."
Centrum-West,Private room,71,3,76,1.77,2,0,17,"Nearby places include attractions such as Beurs van Berlage, Rederij Plas, and The Grasshopper, restaurants like Dal Pagliaccio and De Deugniet, an erotic shop named Smart, a coworking space called Meet Berlage, a pub, a bar named The Brokers Bar, a bakery called Croissanterie, a chocolate shop named Tony's Chocolonely, and a cafe called New York Film Academy Cafe."
Centrum-Oost,Entire home/apt,75,7,36,1.13,22,321,5,"The area includes hotels such as Amsterdam Inn, Hotel Titus, and Weber Hotel, a restaurant named La Bohème, bars including Bar Weber and Milk, and the theatre Lux and Melkweg and Weber Studios."
IJburg - Zeeburgereiland,Private room,80,3,8,0.28,2,0,0,"The nearby place is a school, which includes Willibrordschool."
Noord-West,Entire home/apt,130,3,26,0.68,1,0,2,There is one garden.
De Pijp - Rivierenbuurt,Private room,100,5,60,1.68,1,2,6,There is an artwork and a garden nearby.
Oud-Noord,Entire home/apt,99,2,16,0.38,1,6,1,There is a garden nearby.
Centrum-West,Entire home/apt,176,3,16,0.38,2,13,0,"Nearby places include a garden, attractions such as de Wallen and Oost-Indisch Huis, a place of worship, a tea shop, restaurants like Samrat and Jade House, a jewelry store, a bookstore, drug paraphernalia shops, burger and fast food outlets including Burger Zaken and Chipsy King, clothing stores, pubs such as Cafe De Pool and Cafe Tapvreugd, a bag shop, a cafe, smartshops, and an ice cream parlor."
Oud-Noord,Entire home/apt,90,3,4,0.09,1,0,2,"The area includes a park and a picnic table, such as Papaverplantsoen."
Westerpark,Entire home/apt,140,2,11,0.26,1,0,0,"Nearby places include a community centre, a garden, a clothes shop, a craft store, a restaurant, and a burger fast food restaurant, such as Dandy Burger, De Steek, Enso, Juhique, and Rip van Winkel's."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,5,14,0.33,1,0,4,"Nearby places include a coffee shop, fast food, garden, fountain, sports centre, library, florist, and repair shop, such as Coffee Company, FEBO, OBA Javaplein, TrainMore, Urban Bloom, and Linux Repair Café."
Centrum-Oost,Private room,93,1,80,2.32,2,238,32,"The area includes a theatre, Opera & Ballet, and a restaurant, Hapjeshoek."
De Pijp - Rivierenbuurt,Entire home/apt,300,5,10,0.33,1,0,0,"The area includes a garden and a place of worship, such as Vredeskerk."
Centrum-Oost,Entire home/apt,209,7,0,,9,283,0,"Nearby places include a florist called Flower Loves Me, a restaurant named Red, and a place of worship called Keizersgrachtkerk."
Zuid,Entire home/apt,140,5,3,0.08,1,0,0,There is a garden nearby.
Oud-Oost,Entire home/apt,282,2,14,0.37,1,117,0,"The area includes a playground, an arts centre, a table tennis pitch, and a school, such as Framer Framed and Kunstmagneetschool De Kraal."
De Baarsjes - Oud-West,Entire home/apt,200,3,14,0.35,1,0,3,"Nearby places include a garden, playground, cafe, art studio, beauty salon, and sports facility, featuring 020 Fietsen Amsterdam, Boeken Ruilbeurs, L'equipage, Skate Dokter, de zuivere naald, and ted."
De Baarsjes - Oud-West,Entire home/apt,175,3,3,0.1,1,0,0,"The area includes a playground, a motorcycle shop, and an arts centre, such as Moto Dick and De Nieuwe Liefde."
Centrum-West,Private room,224,2,119,3.05,1,258,29,"The area contains a gallery and a public bookcase, including Galerie Staaf."
Geuzenveld - Slotermeer,Entire home/apt,130,4,4,0.1,1,154,0,There is a playground nearby.
Centrum-Oost,Entire home/apt,250,4,21,0.65,1,1,0,"Nearby places include a smartshop, a hostel, a dry cleaning service, restaurants, a bicycle rental, a community centre, and a cannabis shop, such as Azarius, Hans Brinker, House of Smart, King Bikes, Mirror, Ms. Chelin, and Wijkcentrum d'Oude Stadt."
De Baarsjes - Oud-West,Entire home/apt,214,2,28,0.72,1,0,0,"The area includes a bicycle shop, a convenience store, a cycling sports shop, a chemist, a kebab fast food restaurant, a supermarket, a hearing aids store, a vacant coffee shop, and a clothes shop, with examples including Albert Heijn, Decathlon, Etos, Freewheel, Makker, Mesut, Odin, and Rusty Gold."
De Pijp - Rivierenbuurt,Private room,120,2,141,3.57,1,10,3,"Nearby places include a beauty salon, convenience store, restaurant, hairdresser, musical instrument store, language school, bicycle rental, dentist, pub, and garden, with examples such as Skin Project Institute, FermentFabriek, Hairstudio Pu-ma, Résonance, Taalhuis Amsterdam, Ajax Bike, Dental 220, Café De Baron, and Badcuyp."
Centrum-West,Private room,203,1,75,3.14,1,319,32,"Nearby places include hotels like A-Train Hotel and Hotel Plant, a computer store called Amac, a gift shop named Marina Tabak Souvenier Supermarkt, a supermarket called Albert Heijn, a clothes store named COPA Football Flagship Store, and a bicycle rental shop called Het Zwarte Fietsenplan."
Zuid,Private room,100,1,0,,1,0,0,There is a garden nearby.
Oostelijk Havengebied - Indische Buurt,Entire home/apt,136,3,1,0.04,1,96,0,"Nearby places include a garden, italian restaurant, vacant space, beauty shop, hairdresser, kebab fast food, laundry, houseware store, restaurant, seafood shop, clothes shop, tobacco shop, and cannabis shop, such as Div., Döner van Oost, Eatmosfera, Gogun & Son, Stomerij en kledingreparatie Medina, The Barbers Office, Volendammer Vishandel, Warda2, and Çinar."
