index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
4517,,Centrum-West,52.36821,4.88784,Private room,117,1,35,2.22,8,167,33,holland,"The area features dining options such as Beulings, Casa di David, and Pianeta Terra, alongside the educational institution Art of Colors Makeup Artist School. The Sint-Franciscus Xaveriuskerk serves as a local place of worship and architectural landmark."
1496,,De Baarsjes - Oud-West,52.37002,4.85226,Entire home/apt,100,3,31,0.47,1,0,0,holland,The area features retail and dining options such as Zeeman and Evert Snack. You will also find nightlife and specialty establishments including 156 and Coffeeshop 158.
2357,,Centrum-West,52.37037,4.89785,Private room,73,1,174,3.44,2,280,46,holland,"The area features a mix of cultural and social venues including the Compagnietheater for performances, The Book Exchange for literature, and the pub De Engelbewaarder. Notable local landmarks include the Oost-Indisch Huis, a historic site of architectural significance, and the attraction Bagheera."
3871,,De Pijp - Rivierenbuurt,52.34811,4.90791,Private room,150,1,0,,2,89,0,holland,"The area features a school and recreational spaces including a playground, a pitch, a garden, and a water_point. Philadelphia is a well-known landmark that serves as a major cultural and historical hub for the region."
1026,,Zuid,52.35297,4.85206,Entire home/apt,333,7,10,0.14,1,319,0,holland,"The area features recreational spaces including the park Legmeerplein and the garden De fietsentuin, which serves as a local bicycle hub. You will also find the pub Stadscafé van Mechelen and a playground nearby."
4361,,Zuid,52.34566,4.85962,Entire home/apt,350,3,3,0.85,1,90,3,holland,"The area features dining and nightlife options including Asian Flavours, Swagat, and Baut. It also includes Ton van Schaick, a butcher, and a garden."
4911,,Centrum-West,52.374924,4.879498,Private room,143,2,8,2.07,1,219,8,holland,"The area features professional services including Drukkerij De Haan and Expat Medical Centre, alongside the hotel Mr Jordaan. Local amenities also include a public bookcase."
696,,Westerpark,52.39038,4.88716,Private room,126,2,101,1.2,1,70,21,holland,"The area features dining and culture at BAK and Het Veem Theater, alongside professional amenities including the coworking space Werkgebouw Het Veem. Daily needs are supported by the pharmacy Apotheek Amsterdam and the retail services of Profilex."
5216,,Bijlmer-Oost,52.32452,4.98268,Entire home/apt,179,1,5,1.39,1,0,5,holland,"The area features recreational spaces including Professor Joop van Stigtpark, a park that serves as a central green space, alongside the school Wereldwijs."
1264,,De Baarsjes - Oud-West,52.3689,4.85963,Entire home/apt,144,2,20,0.38,1,154,4,holland,"The area features dining and retail options such as Buurman & Buurman Eetwinkel De With, Centrumkings, and El Marssa Coffeeshop. Local community life is represented by Moskee an-Nour, a place of worship, alongside a car repair service."
3484,,Oud-Noord,52.38516,4.90316,Hotel room,108,1,53,1.75,12,329,1,holland,"The area features a supermarket at Albert Heijn and dining options including Bagels & Beans and Public Space, which offers outdoor seating. Schegpark serves as a local park and garden, providing a green space for the community."
1713,,Westerpark,52.3906,4.88734,Entire home/apt,260,2,11,2.46,3,116,6,holland,"The area features dining and culture at BAK and Het Veem Theater, alongside professional amenities including the coworking space Werkgebouw Het Veem. Daily needs are supported by the pharmacy Apotheek Amsterdam and the retail services of Profilex."
3885,,De Pijp - Rivierenbuurt,52.34769,4.90816,Private room,150,2,0,,2,146,0,holland,"The area features recreational facilities including a garden, a playground, and a pitch, complemented by a picnic table and a water point."
669,,Oostelijk Havengebied - Indische Buurt,52.35963,4.94314,Entire home/apt,80,2,54,0.84,1,0,0,holland,"The area features recreational facilities including a soccer pitch, a basketball pitch, a boules pitch, a garden, and a chess picnic_table. Cruyff Court Sjaak Swart serves as a local landmark, providing a dedicated space for community sports and outdoor activity."
82,,Centrum-Oost,52.36412,4.88757,Entire home/apt,299,3,60,0.66,1,165,0,holland,"The area features retail options including Azarius and House of Smart, alongside cultural and community spaces such as Slewe Gallery and Wijkcentrum d'Oude Stadt. Keizersgrachtkerk serves as the local place of worship."
3893,,Oud-Noord,52.39017,4.93538,Entire home/apt,75,5,4,0.15,1,0,0,holland,"The area features recreational spaces including Tennispark Elzenhagen and W.H. Vliegenbos. W.H. Vliegenbos serves as a significant local park, providing a natural green space for the community."
547,,De Baarsjes - Oud-West,52.3705,4.86328,Entire home/apt,120,4,42,0.48,1,0,2,holland,"The area features a mix of retail and dining options including the florist Bloemenhoek Admiraal, the grocery service Gorillas, and Buongiorno Espressobar, which offers outdoor seating. Natuurtuin Slatuinen serves as a local garden, providing a quiet green space for the community."
539,,De Baarsjes - Oud-West,52.37124,4.87155,Entire home/apt,165,2,25,0.28,1,154,0,holland,"The area features dining and retail options including Mook pancakes, IJscuypje, Bilder & de Clercq, and Flowers & Powers. These spots provide a mix of casual eateries, a dessert shop, a grocery store, and a florist."
1095,,De Pijp - Rivierenbuurt,52.35106,4.90422,Private room,126,2,290,3.85,2,293,44,holland,The area features retail options including Elektrovisie and SuperFly.
199,,Centrum-West,52.379,4.87909,Entire home/apt,210,4,60,0.57,1,78,2,holland,"This area features dining and retail options including Sonkran, Slagerij Rief, and Staverno Nassaukade. The surroundings also include the gallery Marjan de Voogd Porcelain and the marina De Schans, which serves as a notable waterfront hub for the local community."
464,,Oud-Oost,52.35363,4.91644,Entire home/apt,170,12,7,0.27,1,0,0,holland,"The area features recreational facilities including a Cruyff Court, which serves as a dedicated soccer pitch for local sports and community activity. The surroundings also provide a fitness fitness_station, a garden, a table_tennis pitch, and a playground."
1940,,De Baarsjes - Oud-West,52.36873,4.85616,Private room,45,1,225,4.35,2,194,27,holland,"The area features recreational facilities including a field hockey pitch, a table tennis pitch, a basketball pitch, and two playgrounds. Balboaplein serves as a local landmark and community hub, providing a central outdoor space for these sports and activities."
5410,,Centrum-Oost,52.3602599767946,4.896829015520441,Entire home/apt,500,3,0,,1,78,0,holland,The area features dining at Bouchon du Centre and nightlife at Soda. The Black Beauty serves as a local hotel.
2968,,De Pijp - Rivierenbuurt,52.34181,4.89459,Entire home/apt,214,2,14,0.36,1,9,0,holland,"The area features Maarten Lutherkerk, a place of worship that serves as a local landmark for the community. The surroundings also include a garden, a picnic table, and a playground, providing spaces for outdoor recreation."
3157,,De Baarsjes - Oud-West,52.36393,4.87508,Private room,129,4,96,2.77,2,64,11,holland,"The area features a mix of daily essentials and dining, including the chemist Kruidvat, the florist Amsterdam Flora, and the beauty salon Delete. You can also find refreshments at Cafe Kompleet and The Bab restaurant."
898,,Oud-Oost,52.36008,4.91091,Entire home/apt,121,4,27,0.34,1,111,2,holland,"The area is defined by an academic environment featuring the Amstelcampus, Benno Premselahuis, and Koetsier-Montaignehuis, which serve as the primary university and college facilities. YUSU provides a local cafe setting within this educational hub."
5264,,De Baarsjes - Oud-West,52.37161,4.85221,Private room,45,1,6,2.73,2,359,6,holland,"The area features dining at Café Cook and the historic Jeruzalemkerk, a landmark place of worship known for its distinct architecture. Outdoor recreation is also available nearby with a playground, soccer pitch, and garden."
3116,,Centrum-West,52.38031,4.88858,Private room,164,3,54,1.9,1,271,28,holland,"The area features dining and retail options including Café 't Papeneiland, Café Tabac, and Pompon. These spots provide a mix of local cafe culture and floral offerings within the neighborhood."
3056,,De Baarsjes - Oud-West,52.37014,4.86516,Hotel room,151,2,39,0.98,20,239,1,holland,"The area features a selection of dining and nightlife options including Le French Cafe, Café Thuys, Boegbeeld, and Spelletjescafé 2 Klaveren. The surroundings also include the artwork Ankh."
3160,,Centrum-Oost,52.36769,4.89981,Entire home/apt,300,3,27,0.82,1,0,0,holland,"The area features dining at Café Café, which offers outdoor seating, and cultural interest provided by the artworks Zonder titel and Spinoza. Stadsloket Centrum serves as the local townhall, acting as the primary municipal service point for the neighborhood."
5281,,Westerpark,52.37724,4.87702,Entire home/apt,125,3,0,,1,0,0,holland,"The area features a marina with Staverno and a boat rental service at Sloepdelen.nl, complemented by a garden and picnic table area that includes the artwork Why not."
2763,,Centrum-West,52.37292,4.87732,Entire home/apt,150,4,17,0.48,1,13,2,holland,"The area features dining options including Ali Baba, BBrood!, Bakkerij Wolf, and Domino's, alongside the hairdresser Kapsalon Bianco."
348,,Oud-Oost,52.34933,4.91314,Entire home/apt,150,2,42,0.48,1,85,0,holland,"The area features dining options including Bam Boa, Troef, and Weesper, with outdoor seating available at Bam Boa. The surroundings also include a garden at Bam Boa."
998,,De Baarsjes - Oud-West,52.36846,4.86632,Entire home/apt,629,1,19,0.25,1,68,1,holland,"The area features dining and dessert options like Spaghetteria Pasta Bar and Massimo Gelato, alongside retail shops including Cetas Satellite and Gordijnenhuis Madina. It is anchored by Ten Katemarkt, a local marketplace that serves as a central hub for daily shopping and community activity."
1622,,Oud-Oost,52.35893,4.92372,Entire home/apt,130,3,51,0.78,1,0,1,holland,"The area features a coffee shop at Stooker Roasting Company and a laundry service at Wasserette Kastanjeplein. World Explorers serves as a local landmark, providing childcare services that cater to families in the neighborhood."
2238,,Centrum-West,52.38065,4.88742,Entire home/apt,425,2,52,1.03,1,68,3,holland,"The area features a selection of cafes and dining spots including Café 't Papeneiland, Café Thijssen, Enté, and Jardin. You will also find the florist Pompon in the immediate vicinity."
5157,,Centrum-West,52.37489,4.88058,Entire home/apt,105,1,5,1.32,1,10,5,holland,"The area features hospitality options including the hotels Mr Jordaan and De Nieuwe Lelie, alongside the beauty salon van Ilse. A picnic table is also available for outdoor use."
2412,,Centrum-West,52.37309,4.87742,Entire home/apt,215,2,12,0.78,1,3,0,holland,"The area features dining options including BBrood!, Bakkerij Wolf, Domino's, and Shoarma Mesut 2, alongside the Kapsalon Bianco hairdresser."
4490,,De Baarsjes - Oud-West,52.36853,4.87622,Private room,157,3,27,1.69,1,191,20,holland,"The area features convenient services including Orange Copy and TeleWorld, alongside dining options such as Cafecito and Dr. Falafel. A kindergarten is also located in the immediate vicinity."
4688,,Centrum-West,52.36821,4.88274,Private room,269,1,1,0.6,3,45,1,holland,"The area features the Andaz Amsterdam Prinsengracht, by Hyatt hotel and local retail including Verse for clothes, Prinsheerlijk Antiek for antiques, and De Knipkamer 352 for hair services. The hotel is a landmark of the neighborhood, known for its design and location along the historic canal."
5353,,Zuid,52.3454,4.86011,Entire home/apt,175,3,2,1.67,1,0,2,holland,"The area features dining options including Asian Flavours and Swagat, alongside a butcher at Ton van Schaick. You will also find a bar at Baut and a garden, providing a mix of culinary and leisure spaces."
4841,,Westerpark,52.37661,4.87386,Entire home/apt,300,2,0,,1,0,0,holland,"The area features healthcare services including Apotheek Frederik Hendrik and doctors Kappeyne van de Coppello and Matijn Roest. It also includes a garden featuring the artwork of the same name, which serves as a notable local landmark."
291,,De Baarsjes - Oud-West,52.36518,4.86652,Entire home/apt,155,2,3,0.03,1,263,1,holland,"The area features healthcare services including Gezondheidscentrum Borgerstraat, Tandartsengroep Borgerstraat, Pearle, and Specsavers. Retail options are represented by Norah."
5460,,Oud-Oost,52.36175,4.91827,Shared room,23,1,0,,6,322,0,holland,"The area features educational and creative facilities such as Metis Montessori Lyceum and the gallery Vincent Hall. You will also find specialized resources and recreation at Plastic2Print and Skatepark Oosterpark, which serves as a local hub for skating enthusiasts."
309,,Zuid,52.34008,4.85133,Entire home/apt,300,7,5,0.06,1,212,0,holland,"The area features sports facilities including the Tenniseiland tennis pitch and sports centre, as well as the multi sports_centre Witte Huis. Park de Schinkeleilanden is a local park that provides green space for the neighbourhood."
5484,,De Baarsjes - Oud-West,52.363525,4.861189,Entire home/apt,256,3,0,,1,5,0,holland,"The area features dining options such as The Burger Maffia and The Burger Mafia, alongside the Huisartsenpraktijk Fijnhout medical office. Local culture is represented by the artwork pieces De Batavier and De droom van een hond."
969,,Oud-Oost,52.35173,4.91328,Entire home/apt,110,2,22,0.29,1,0,0,holland,"The area features dining options including Rijsel and Mr Watson, alongside the cultural venue Marci Panis. Residents also have access to Wibautpark, a local green space that serves as a key outdoor recreational area for the neighborhood."
993,,Centrum-Oost,52.37046,4.91136,Entire home/apt,147,5,147,2.13,1,293,10,holland,"The area features dining options including the Ethiopian restaurant Kilimanjaro, the Italian restaurant Verena, and the restaurant Eenvistweevis, alongside the pub Café Scharrebier. It also includes the information point Entrepotdok, a historic warehouse complex that serves as a notable landmark for the neighborhood."
1202,,Zuid,52.35727,4.87465,Entire home/apt,200,3,28,0.65,1,237,3,holland,"The area features dining and nightlife options including Classico, George W.P.A., and Gruter, alongside retail at Oska. It also hosts SBK / Galerie59, an arts centre that serves as a focal point for local creative and cultural activity."
5385,,Bos en Lommer,52.37763,4.84893,Entire home/apt,120,2,0,,1,259,0,holland,"The area features recreational spaces including a garden, a soccer pitch, and a playground. Tijl Uilenspiegelschool serves as the local school."
2570,,Centrum-West,52.37626,4.88655,Private room,183,1,103,2.43,1,322,10,holland,"The area features hospitality options such as Canal House and The Toren dependance, alongside dental care providers including Lassus Tandartsen Keizersgracht and Tandartspraktijk Buisman."
2965,,De Pijp - Rivierenbuurt,52.35015,4.88745,Entire home/apt,200,3,4,0.14,1,0,0,holland,The area features dining options including the Indonesian restaurant Omahe and the hot dog fast food spot The Fat Dog. It also includes the place of worship Hare Krishna Nederland and a local butcher.
2719,,De Pijp - Rivierenbuurt,52.35004,4.90142,Entire home/apt,165,2,16,0.54,1,0,0,holland,"The area features a garden and a field hockey pitch, alongside a public bookcase and the artwork Wethouder Wibaut, which serves as a notable local landmark commemorating a prominent Dutch politician."
1338,,Centrum-West,52.3696,4.88748,Entire home/apt,210,7,85,1.27,2,29,9,holland,"The area features dining and nightlife options such as Brasserie Ambassade and A. van Wees Proeflokaal, alongside the Ambassade Hotel and the wellness destination Koan Float."
712,,De Baarsjes - Oud-West,52.37178,4.86923,Entire home/apt,200,3,28,0.65,1,36,2,holland,"The area features recreational spaces including a playground and a soccer pitch, alongside the childcare facility Partou. Bilderdijkpark serves as a local park, providing a central green space for the neighborhood."
3438,,Centrum-Oost,52.36575,4.90896,Entire home/apt,248,7,0,,15,361,0,holland,"The area features the J.W. van Overloopplantsoen park and the Afscheid artwork, which serves as a notable local landmark. Culture is represented by the Luther Museum Amsterdam, a significant site for exploring religious history, alongside the garden space found within the park."
797,,Centrum-Oost,52.36181,4.89755,Private room,207,1,14,0.2,2,135,2,holland,The area features health and wellness services including Huisartsenpraktijk M.F. Huijgen and The City Street Spa. Local recreation is provided by the playground at Kokadorus.
4978,,Westerpark,52.38328,4.87438,Entire home/apt,120,3,0,,1,0,0,holland,The area features services and outdoor recreation including Westerpark Maryam Hair & Beauty and Nick's Rijwielherstel. Trail.NL serves as a local outdoor attraction that provides opportunities for cycling and exploration.
3846,,De Baarsjes - Oud-West,52.36301,4.86222,Entire home/apt,160,3,5,0.18,1,0,1,holland,"The area features dining at Bon Burger and services including Yona's Kids&Cuts and Huisartsenpraktijk Fijnhout. The local surroundings also include the Lootsstraat playground, which serves as a neighborhood recreational space."
3830,,De Baarsjes - Oud-West,52.3707,4.86237,Entire home/apt,150,2,31,1.1,9,0,7,holland,"The area features dining and cafe options such as Buongiorno Espressobar and Mehtap, alongside The Wine Spot for alcohol. Natuurtuin Slatuinen is a local garden that serves as a quiet green space within the neighborhood."
3647,,De Baarsjes - Oud-West,52.36947,4.85533,Entire home/apt,160,3,6,0.21,1,5,2,holland,"The area features community spaces including the Buurthuis De Tagerijn and the Balboaplein, which serves as a local playground and garden."
3573,,Centrum-West,52.38025,4.88227,Entire home/apt,275,3,23,0.72,1,5,3,holland,"The area features dining and retail options including O Bistro and Jouw Groenteman, alongside local spots like Café Lowietje. Constantiahofje serves as a historic garden, providing a quiet green space within the neighborhood."
847,,Oud-Oost,52.35852,4.90919,Entire home/apt,120,2,5,0.07,4,337,0,holland,"The area is centered around the Amstelcampus university, which features recreational facilities including a soccer pitch, a table tennis pitch, and bleachers."
830,,Westerpark,52.38085,4.87372,Entire home/apt,175,3,66,0.85,1,0,3,holland,"The area features a garden, a picnic table, and a playground for outdoor recreation. Kosmos serves as the local restaurant."
3202,,Westerpark,52.38325,4.87405,Entire home/apt,165,8,23,0.63,2,0,0,holland,"The area features local services including Westerpark Maryam Hair & Beauty and Nick's Rijwielherstel. Outdoor recreation is supported by Trail.NL, while the nearby garden is a notable green space that serves as a central park for the community."
3010,,Zuid,52.35482,4.85329,Hotel room,151,1,47,1.25,20,267,3,holland,"The surroundings feature a guest house and a pub, alongside a playground and a garden for outdoor leisure. Gent serves as a notable landmark, acting as a historic cultural hub for the area."
4451,,Centrum-West,52.374474,4.880253,Private room,139,2,8,0.48,1,47,6,holland,The area features Expat Medical Centre for health services and the hotel Mr Jordaan for accommodation. A picnic table is also available for outdoor seating.
1373,,Centrum-Oost,52.36685,4.91097,Entire home/apt,320,5,11,0.22,1,0,0,holland,"The area features cultural landmarks such as the Hollandsche Schouwburg and the Nationaal Holocaustmuseum, which are significant as sites of remembrance and history. Nearby amenities include Cafe Eik en Linde for dining and The Elephant Hostel for accommodation."
396,,Oud-Oost,52.36095,4.92986,Entire home/apt,170,1,31,0.65,2,0,0,holland,The area features the educational institution Havo De Hof and the dining establishment Mi-Gudu.
4921,,Oud-Oost,52.34915,4.91344,Entire home/apt,265,3,2,2.0,1,85,2,holland,"The area features dining options such as Troef and Weesper, alongside Mokumboot Amsterdam Weesper, which serves as a boat rental facility for exploring the local waterways."
470,,De Pijp - Rivierenbuurt,52.34965,4.89403,Private room,79,2,66,0.92,1,277,7,holland,The area features sports facilities including Sportcentrum De Pijp and Sporthal de Pijp.
436,,Zuid,52.35289,4.87731,Entire home/apt,466,3,20,0.26,1,7,1,holland,"The area features public green spaces and recreation, including the garden Jacob Obrechtplein and a playground. It also hosts the place of worship Raw Aron Schuster Synagoge, which serves as a significant local religious landmark."
1709,,Westerpark,52.38434,4.87099,Entire home/apt,80,10,5,0.08,1,0,0,holland,The area features retail options including E.S.M. Phone House and beauty services such as Rolinka and Semsema.
3878,,De Baarsjes - Oud-West,52.37182,4.87157,Hotel room,105,2,45,1.59,2,107,3,holland,"The area features a variety of local shops and dining options, including Flowers & Powers for floral needs, IJscuypje for ice cream, and the pub Janszen. The artwork Janszen adds a cultural touch to the surroundings."
1928,,Bos en Lommer,52.37756,4.8496,Entire home/apt,175,2,34,0.71,1,0,5,holland,"The area features recreational facilities including a garden, a soccer pitch, and a table_tennis pitch. Tijl Uilenspiegelschool is also located here."
1712,,IJburg - Zeeburgereiland,52.35197,5.00199,Private room,55,1,79,1.47,1,17,6,holland,"The area features dining and coffee options like Merza and Espressofabriek, alongside retail shopping at Sarah Bridal. A playground is also located nearby."
123,,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,65,1,464,5.18,1,154,31,holland,"The area features a playground, a garden, and a soccer pitch, alongside The Royal Treatment for shoe repair."
4113,,Oostelijk Havengebied - Indische Buurt,52.37462,4.93523,Entire home/apt,189,3,13,0.53,1,0,3,holland,"The area features dining and cafe options such as Anne&Max Zeeburg and Taparia. Brazilië serves as a local mall, providing a central retail destination for the neighborhood."
1422,,Bos en Lommer,52.37915,4.85889,Entire home/apt,95,2,17,0.25,1,0,2,holland,"The area features community facilities such as the Mansveltschool, alongside local amenities including a garden, a soccer pitch, and a fountain."
5493,,Oostelijk Havengebied - Indische Buurt,52.36895,4.95293,Entire home/apt,120,5,0,,1,324,0,holland,"The area features dining and fitness options including Joki, Jōki, and Great Club. A picnic table is also available for outdoor use."
1488,,De Pijp - Rivierenbuurt,52.35229,4.90635,Entire home/apt,110,3,41,0.62,1,0,6,holland,"The area features cultural venues including Cinetol and Tempel / de Appel, alongside the Theosophische Vereniging place of worship. It also includes a garden, which serves as a quiet green space for the neighborhood."
2616,,Zuid,52.34196,4.85002,Private room,98,2,7,1.42,1,225,6,holland,"The area features recreational sports facilities including Sportpark de Schinkel, which houses a soccer pitch, athletics track, and soccer sports_centre. It also includes Park de Schinkeleilanden, a park that provides green space for the neighborhood."
483,,De Baarsjes - Oud-West,52.36807,4.87636,Private room,89,3,57,0.73,1,166,5,holland,"The area features dining and cafe options including Ashoka kinker, Dr. Falafel, and Cafecito. You will also find Orange Copy for your printing and document needs."
3400,,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Private room,105,3,24,0.76,1,52,2,holland,"The area features a hairdresser known as Gentleman, alongside recreational amenities including a playground, a soccer pitch, and a garden."
4371,,De Pijp - Rivierenbuurt,52.35223,4.90642,Private room,309,1,1,0.08,8,325,1,holland,"The area features cultural venues including Cinetol and Tempel / de Appel, alongside the Theosophische Vereniging place of worship. It also includes a garden, which serves as a quiet green space for the neighborhood."
103,,Oud-Noord,52.39442,4.91478,Entire home/apt,170,4,20,0.26,1,0,0,holland,"The area features dining options such as Isken and Domino's, alongside retail and services like Bike Laboratory. The surroundings also include a garden, which serves as a local green space for the community."
2498,,Centrum-Oost,52.37196,4.90404,Entire home/apt,326,3,6,0.13,1,0,0,holland,The area features community facilities including the community centre De Boomspijker and the playground Speeltuin De Waag. Retail options are represented by the camera shop Analogue.
4,,Centrum-Oost,52.36584,4.89111,Private room,55,2,520,5.57,2,267,41,holland,"The area features dining at Secret Garden and nightlife at Club NYX and BLEND XL. It also hosts the Kattenkabinet, a museum dedicated to feline-themed art that serves as a unique cultural landmark for the neighborhood."
5472,,Zuid,52.35238,4.85209,Private room,150,1,0,,2,258,0,holland,"The area features retail options including Dirk and HEMA, alongside dining and nightlife at Stadscafé van Mechelen. Legmeerplein serves as a local park, providing a green space for the neighborhood."
5198,,De Pijp - Rivierenbuurt,52.35306,4.9056,Private room,127,2,4,2.5,1,355,4,holland,"The area features cultural and spiritual landmarks, including the arts centre Cultuurhuis Diamantslijperij and the place of worship Theosophische Vereniging. These sites serve as local hubs for community engagement and philosophical study."
4664,,Centrum-Oost,52.36558,4.91107,Entire home/apt,204,1,0,,15,356,0,holland,"The area features dining and retail options including Coffee Company, De Pizzabakkers To Go, and Het Rijwielherstellingsoord. It is also home to Roeterseiland (UvA), a university campus that serves as a central hub for academic activity in the neighborhood."
4752,,De Pijp - Rivierenbuurt,52.35813,4.90221,Private room,51,1,24,6.32,9,353,24,holland,The area features dining and retail options such as Paul & Ninette Vinotheque and Brow Atelier. Services including MAX Hotel and Galya Gisca Tattoo are also located nearby.
4662,,Centrum-Oost,52.37228,4.92388,Entire home/apt,102,21,0,,1,0,0,holland,"The area features two marinas, WSV Albatros and WSV De Oostvaarders, alongside a playground and a soccer pitch."
5172,,Oostelijk Havengebied - Indische Buurt,52.37303,4.9485,Entire home/apt,600,3,0,,1,3,0,holland,"The area features the Jachthaven Piet Hein marina and the Keesje Brijdeplantsoen park. The Pythonbrug is a notable landmark, serving as a distinctive bridge that connects the surrounding waterfront."
2872,,Oud-Oost,52.3568,4.93252,Entire home/apt,282,2,14,0.37,1,117,0,holland,The area features cultural and educational institutions including the arts centre Framer Framed and the school Kunstmagneetschool De Kraal. These venues serve as local hubs for artistic engagement and learning.
2369,,De Pijp - Rivierenbuurt,52.35447,4.89479,Private room,65,3,173,3.44,1,154,13,holland,"The area features Sarphatipark, a prominent park and garden that serves as a central green space for the neighborhood, complete with a fountain and playground."
4754,,De Pijp - Rivierenbuurt,52.35813,4.90221,Private room,51,1,17,2.51,9,329,17,holland,"The area features a mix of services and hospitality, including Brow Atelier for beauty and Galya Gisca Tattoo for body art. Guests can stay at MAX Hotel and enjoy dining at Paul & Ninette Vinotheque."
1228,,De Baarsjes - Oud-West,52.36964,4.84843,Entire home/apt,125,2,3,0.07,1,22,0,holland,"The area features dining options such as Lunch Hoek and Wok day&night, alongside the public park Rembrandtpark, which serves as a significant local green space. You can also find the artwork Wolk, a notable installation that contributes to the character of the neighborhood."
2693,,De Baarsjes - Oud-West,52.36699,4.8551,Entire home/apt,80,4,24,0.53,1,0,2,holland,"The area features recreational spaces including a playground, a table tennis pitch, and a garden. De Visserschool is a local school serving the community."
979,,Westerpark,52.38211,4.87291,Entire home/apt,80,3,61,0.78,1,1,0,holland,"The area features specialized retail including Gregario Cycling Services for bicycles and Saxomania for musical instruments. You will also find Chapiteau, a cannabis shop, nearby."
5334,,Watergraafsmeer,52.351189,4.93754,Entire home/apt,175,2,2,2.0,1,28,2,holland,"The surroundings feature recreational spaces including a playground, a garden, a soccer pitch, and a public bookcase."
4432,,Westerpark,52.38727,4.87643,Private room,89,1,72,4.15,9,353,32,holland,"The area features recreational spaces including Westerpark, a significant park that serves as a central green hub for the neighborhood. Additional outdoor facilities include a playground and a tennis pitch."
3173,,Oud-Oost,52.35438,4.92349,Entire home/apt,195,3,6,0.17,1,0,0,holland,"The area features local community staples including the Buurtbiep public bookcase and the Bassischool Frankendael school. Transvaalplein serves as a local landmark, providing a dedicated garden and playground space for the neighborhood."
3219,,Westerpark,52.38225,4.87299,Entire home/apt,110,2,3,0.08,1,0,0,holland,"The area features specialized retail including Gregario Cycling Services for bicycles and Saxomania for musical instruments. You will also find the Chapiteau, a venue that serves as a local cultural landmark for live performances."
5017,,Centrum-Oost,52.3623,4.91029,Entire home/apt,134,5,2,0.44,1,0,2,holland,"The area features dining at Cantina Caliente and entertainment at the cinema Kriterion. Accommodations are provided by Hotel Allure, alongside the social facility Jellinek / Sinai Centrum / Punt P / Arkin Basis GGZ."
1787,,De Pijp - Rivierenbuurt,52.35412,4.89504,Private room,71,1,304,4.87,1,250,8,holland,"The area features Sarphatipark, a prominent public park that serves as a central green space and recreational hub for the neighborhood."
2287,,Watergraafsmeer,52.35114,4.93724,Entire home/apt,155,28,10,0.31,1,0,0,holland,"The surroundings feature recreational facilities including a table tennis pitch, a soccer pitch, and a playground, alongside a garden."
2114,,Bos en Lommer,52.37628,4.85734,Entire home/apt,139,4,2,0.04,1,0,0,holland,"The area features recreational facilities including a basketball pitch, a tennis pitch, and a playground, alongside a garden."
3063,,Centrum-West,52.37962,4.88769,Entire home/apt,220,3,25,0.72,2,279,2,holland,"The area features the Noordermarkt, a historic marketplace known for its traditional atmosphere, alongside the basketball pitch. The surroundings also include the artwork Woutertje Pieterse & Femke, which serves as a notable local cultural landmark."
4506,,De Pijp - Rivierenbuurt,52.35683,4.90425,Entire home/apt,135,3,8,0.5,1,0,3,holland,"The area features dining and creative spaces such as Impero Romano and Voyeur by Kaosz Atelier, alongside automotive services like Aroba Bandenservice. There is also a garden located nearby."
3123,,Centrum-West,52.36822,4.88228,Entire home/apt,140,2,15,0.68,1,0,1,holland,The area features dining at Billy's Thai Restaurant and retail options including Verse for clothes and Prinsheerlijk Antiek for antiques. Personal care services are available at De Knipkamer 352.
5405,,De Pijp - Rivierenbuurt,52.35101,4.89613,Entire home/apt,105,5,0,,1,8,0,holland,"The area features educational institutions including 9e Montessorischool De Scholekster and College ZUYD, alongside the place of worship Shri Vishnu Mandir."
3529,,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,285,3,7,0.22,1,359,0,holland,"The surroundings feature a garden, an artwork, and a playground."
3536,,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,140,2,12,0.37,1,2,4,holland,"The area features Helmersplantsoen, a garden and park that serves as a local green space for the community. A public_bookcase is also available for residents to share literature."
3731,,Bos en Lommer,52.37727,4.86255,Entire home/apt,65,2,8,0.27,1,0,0,holland,"The area features a park and garden setting centered around Bolwerk, which serves as a historic green landmark for the neighborhood. Local recreation is provided by the Ruige Speelplek playground."
3708,,Oostelijk Havengebied - Indische Buurt,52.37172,4.93748,Private room,93,1,43,1.46,2,86,9,holland,"The area features recreational outdoor spaces, including a garden, a playground, and a park. Rietlandpark is a local park that serves as a primary green space for the community."
3776,,Oud-Noord,52.39646,4.90676,Entire home/apt,90,1,3,0.1,2,0,0,holland,The area features a restaurant called Papillon and a boat named Beaut. An information point is also available nearby.
3798,,De Pijp - Rivierenbuurt,52.35319,4.90012,Entire home/apt,180,2,10,0.35,1,17,5,holland,"The area features Coffeeshop Nice Place for cannabis and Ubbens & Statius Muller, huisartsen for medical services. There is also a garden, which provides a green space for the neighborhood."
