neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
Westerpark,Hotel room,161,2,27,1.0,20,269,3,"public_bookcase: Boekenkast
park: None

The area reads as everyday-residential. The specific draw is the presence of a Boekenkast, which serves the local community rather than acting as a famous landmark or tourist attraction."
De Baarsjes - Oud-West,Hotel room,151,2,39,0.98,20,239,1,"Pub: Café Thuys
Restaurant: Le French Cafe
Regional bar: Boegbeeld
Artwork: Ankh, Spelletjescafé 2 Klaveren

The area reads as everyday-residential. The specific draws that make it so are the presence of a local pub, a neighborhood restaurant, and a regional bar, which cater to the daily routines and social habits of local residents rather than serving as major tourist destinations."
Centrum-West,Entire home/apt,220,3,25,0.72,2,279,2,"Marketplace: Noordermarkt
Artwork: Woutertje Pieterse & Femke
Basketball pitch: None

The area reads as tourist-prominent. The specific draws are Noordermarkt and Woutertje Pieterse & Femke, which are well-known landmarks located in a historic part of Amsterdam that attracts significant visitor traffic."
Centrum-Oost,Private room,242,1,17,1.1,2,0,0,"gallery: Galerie AdK Actuele Kunst
hotel: Hotel Mozart

The area reads as everyday-residential. The specific draws that make it so are the presence of a local gallery and a hotel, which function as neighborhood amenities rather than major tourist-prominent landmarks or attractions."
De Baarsjes - Oud-West,Entire home/apt,247,2,15,0.38,1,0,0,No places provided. The area cannot be categorized.
Centrum-Oost,Entire home/apt,180,3,18,0.47,1,6,3,"Park: Wertheimpark
Korfball pitch: Swift/PST
Garden: Wertheimpark

The area reads as everyday-residential. The specific draws are the local sports facility Swift/PST and the community green space Wertheimpark, which serve the daily needs of residents rather than catering to major tourist landmarks."
De Pijp - Rivierenbuurt,Entire home/apt,220,3,15,0.49,1,0,3,"Coffee: Kaldi
Fitness fitness_centre: TrainMore
Italian restaurant: Noemi, Pasta e Pizza
Pub: Huis van Iemand Anders
Japanese restaurant: Tsunarié
Locksmith: De Sleutelkluis
Hotel: Ibis Styles Amsterdam Amstel
Indian fast_food: Saravanaa Bhavan
Gallery: Fabric Inspired X Artitude

The area reads as everyday-residential. It is defined by local services and amenities such as De Sleutelkluis, TrainMore, and a variety of neighborhood dining options like Kaldi, Noemi, Pasta e Pizza, Tsunarié, and Saravanaa Bhavan, which cater to daily living rather than serving as a hub for major tourist landmarks."
Noord-West,Private room,30,1,12,0.37,2,0,1,No places were provided to categorize. The area cannot be assessed as tourist-prominent or everyday-residential based on the provided list.
IJburg - Zeeburgereiland,Private room,80,3,21,0.56,1,0,0,"Place types: playground (1)

Area reading: everyday-residential. There are no famous landmarks or tourist attractions listed."
Centrum-West,Private room,164,3,54,1.9,1,271,28,"cafe: Café 't Papeneiland, Café Tabac
florist: Pompon

The area reads as tourist-prominent. The specific draw is Café 't Papeneiland, which is a famous historic landmark frequently visited by tourists for its traditional Dutch atmosphere and apple pie."
IJburg - Zeeburgereiland,Hotel room,161,1,7,0.23,20,271,0,"Hotel: SWEETS

The area reads as tourist-prominent. The specific draw is SWEETS, which is a luxury hotel suite located in a historic bridge house, functioning as a unique landmark accommodation for visitors."
Centrum-West,Entire home/apt,140,2,15,0.68,1,0,1,"Thai restaurant: Billy's Thai Restaurant
Clothes: Verse
Hairdresser: De Knipkamer 352
Antiques: Prinsheerlijk Antiek

The area reads as everyday-residential. It lacks famous landmarks or major tourist attractions, consisting instead of local service-oriented businesses like a hairdresser, a clothing shop, an antique store, and a neighborhood restaurant."
Centrum-West,Private room,70,3,235,6.17,1,148,57,"american cafe: Corner House Hotel Cafe
restaurant: Barraka, La Cantina, La Casa, Lunch & Dinner, Mr. Crab, Seafood Grill, St. Paul's
cannabis: Amsterdam Seed Center, Tulashi
tattoo: Tattoo & Art
pancake restaurant: De Pannenkoekerij
pub: De Drie Fleschjes
gift: De Drie Monnikjes, Rainbow
clothes: Pop Up Store Marcous Vintage, Rejoes
bar: De Nieuwe Pilserij
hotel: Dam Square Inn
asian restaurant: Takumi Ramen
beauty: Sense
bicycle_rental: Green Budget Bikes
fabric: Original Dutch Fabric, Quilt Shop
photo: Museumfoto
breakfast cafe: De Drie Graefjes
massage: Dal Migliore
italian restaurant: Eethuis Sie-Joe

The area reads as tourist-prominent. The presence of Dam Square Inn, Green Budget Bikes, Museumfoto, and various gift shops indicates a high volume of visitors centered around major city landmarks."
Centrum-West,Private room,76,1,87,2.31,3,309,26,"Restaurant: Oriole Garden Bistro, Bridges
Hotel: The Grand

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a bistro and a restaurant, which serve as local dining options for residents rather than major tourist landmarks or attractions."
De Baarsjes - Oud-West,Entire home/apt,119,2,15,0.4,1,0,0,"Garden: Burtmoestuin 'Het eetbare plantsoen', Nicolaas Beetsplantsoen
School: Brede school De Kinkerbuurt

The area reads as everyday-residential. The draws that make it so are the presence of a local school and community-focused garden spaces, which serve the daily needs and recreational interests of local residents rather than catering to tourists."
Slotervaart,Entire home/apt,90,3,3,0.11,1,0,0,"arts_centre: Broedplaats HW10
table_tennis pitch: Broedplaats HW10

The area reads as everyday-residential. The specific draw is Broedplaats HW10, which functions as a local creative workspace and community hub rather than a major tourist landmark."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,3,13,5.13,1,337,6,"Garden: Marijke's guestroom
Hotel: Marijke's guestroom

The area reads as everyday-residential. The specific draw is the presence of a guestroom, which suggests a private, home-based accommodation rather than a commercial tourist hub or landmark-dense district."
Oostelijk Havengebied - Indische Buurt,Private room,49,1,48,1.26,2,139,1,There are no places listed to categorize. The area cannot be assessed for its character as no specific draws were provided.
De Baarsjes - Oud-West,Private room,129,4,96,2.77,2,64,11,"beauty: Delete
restaurant: The Bab
florist: Amsterdam Flora
chemist: Kruidvat
cafe: Cafe Kompleet

The area reads as everyday-residential. The specific draws are the practical amenities such as a chemist, a florist, and a local cafe, which serve the daily needs of residents rather than catering to tourists."
Centrum-Oost,Entire home/apt,300,3,27,0.82,1,0,0,"Artwork: Spinoza, Zonder titel
Restaurant: Café Café
Outdoor_seating: Café Café
Townhall: Stadsloket Centrum

The area reads as everyday-residential. The presence of a local town hall (Stadsloket Centrum) and a neighborhood café indicates a space serving the functional and social needs of local residents rather than a hub for major tourist landmarks."
Oud-Oost,Entire home/apt,195,3,6,0.17,1,0,0,"School: Bassischool Frankendael
Public_bookcase: Buurtbiep
Playground: Transvaalplein

The area reads as everyday-residential. The specific draws that make it so are the presence of a local primary school, a community-managed public bookcase, and a neighborhood playground, which serve the daily needs of local families and residents rather than catering to tourists."
Westerpark,Private room,165,1,0,,2,0,0,"Park: Frederik Hendrikplantsoen
Playground: Frederik Hendrikplantsoen
Garden: Frederik Hendrikplantsoen

The area reads as everyday-residential. The specific draw is Frederik Hendrikplantsoen, which serves as a local neighborhood green space rather than a major tourist attraction."
Centrum-West,Entire home/apt,487,1,3,3.0,5,268,3,"garden: Palmentuin Prinseneiland

The area reads as everyday-residential. The specific draw is Palmentuin Prinseneiland, a quiet, local green space tucked away in a residential neighborhood rather than a major tourist attraction."
Westerpark,Entire home/apt,165,8,23,0.63,2,0,0,"Bicycle: Nick's Rijwielherstel
Hairdresser: Westerpark Maryam Hair & Beauty
Outdoor: Trail.NL
Garden: Trail.NL

The area reads as everyday-residential. The specific draws are the local service-oriented businesses, such as a bicycle repair shop and a hair salon, which cater to the daily needs of neighborhood residents rather than international tourists."
De Pijp - Rivierenbuurt,Entire home/apt,200,2,8,0.23,1,0,0,"garden: None
school: 9e Montessorischool De Scholekster

The area reads as everyday-residential because the only listed place is a local school."
Westerpark,Entire home/apt,110,2,3,0.08,1,0,0,"Garden: Chapiteau
Musical_instrument: Saxomania
Cannabis: None
Bicycle: Gregario Cycling Services

The area reads as everyday-residential. The specific draws are a local cycling service and a musical instrument shop, which cater to the needs and hobbies of local residents rather than serving as major tourist landmarks."
Watergraafsmeer,Entire home/apt,147,14,8,0.3,1,0,0,"School: Bassischool Frankendael (locatie Hogeweg)
Garden: Frankendael

The area reads as everyday-residential. The primary draw is the school, which serves the local community, while the garden provides a neighborhood green space rather than a major tourist attraction."
Centrum-West,Private room,112,1,191,5.37,2,215,84,"clothes: Saint Morris, Love Stories Archive, Love Experience
growshop: Sensi Seeds Bank
museum: Hash Marihuana & Hemp Museum, Tobacco Experience
guest_house: B&B 1680
music: Red Light Records
gift: Red Light Souvenirs, Hemp Story
drug_paraphernalia: Hemp Gallery
erotic: Hanky Panky, Love Experience
information: Cannabis College
cafe: Mr. Crumbs
hotel: Princehof, Heart of Amsterdam
social_facility: Adiuvantes
restaurant: Mr. Crumbs
bar: The Pint
brothel: de Wallen
tattoo: Hanky Panky
attraction: Bike Rental

The area reads as tourist-prominent. The specific draws that make it so are the Hash Marihuana & Hemp Museum, Tobacco Experience, Cannabis College, and de Wallen, which are major landmarks associated with the city's unique tourism profile."
Oud-Noord,Entire home/apt,140,3,9,0.39,1,189,0,"No places were provided in the list, so no nearby places can be named. The area cannot be categorized based on the provided input."
Zuid,Entire home/apt,400,2,3,0.08,1,0,0,"Guest house: Flores & Puck
School: Tobiasschool
Dentist: Tandartspraktijk De Liefde

The area reads as everyday-residential. The specific draws that make it so are the presence of a local school and a neighborhood dental practice, which serve the daily needs of local residents rather than catering to tourists."
Bos en Lommer,Entire home/apt,100,2,14,0.38,1,0,2,"The provided list contains no places; therefore, the area cannot be categorized."
Centrum-West,Entire home/apt,250,2,13,0.39,2,0,1,"Place types:
place_of_worship: Westerkerk
kiosk: Museum Cafe
doctors: Huisartsenpraktijk Westertoren
gift: Anne Frank Huis Museumshop
cafe: Lunchcafé Dialoog, Museum Cafe
museum: Anne Frank Huis
collector: Comics Import Amsterdam

The area reads as tourist-prominent. The specific draws that make it so are the Anne Frank Huis and the Anne Frank Huis Museumshop, which are major international landmarks that attract high volumes of visitors."
Oud-Oost,Entire home/apt,198,1,36,1.04,6,354,11,"Restaurant: Sranang Makmur, Tres Amigos
Garden: None

The area reads as everyday-residential. The specific draws are the local restaurants, which cater to daily dining needs rather than serving as major tourist landmarks or attractions."
Oud-Oost,Entire home/apt,166,1,77,2.5,6,268,25,"No places were provided in the list, so no nearby places can be named. The area cannot be classified as either tourist-prominent or everyday-residential based on the provided input."
Westerpark,Entire home/apt,250,1,15,0.42,1,0,1,"bar: De Nieuwe Anita
garden: None

The area reads as everyday-residential. The specific draw is De Nieuwe Anita, which functions as a local neighborhood venue rather than a major tourist landmark."
Oud-Noord,Entire home/apt,100,2,6,0.18,1,158,0,"School: Over Y College
Garden: None

The area reads as everyday-residential, as the specific draw is Over Y College."
De Baarsjes - Oud-West,Shared room,225,2,14,1.03,6,83,2,"massage: springlet
ice_cream: Sotto Zero
burger restaurant: Teds place
public_bookcase: Little Plant Pantry
doctors: DC Klinieken
supermarket: None

The area reads as everyday-residential. The specific draws that make it so are the presence of essential services like DC Klinieken for healthcare and a supermarket-adjacent shop like Little Plant Pantry, which cater to the daily needs of local residents rather than tourists."
Centrum-Oost,Private room,89,2,137,3.97,2,76,51,"museum: Museumhaven
slipway: Museumhaven

The area reads as tourist-prominent. The specific draw is Museumhaven, which serves as a cultural landmark and attraction."
Bos en Lommer,Entire home/apt,149,2,18,0.54,1,86,1,"park: Willem Augustinpark
playground: Willem Augustinpark

This area reads as everyday-residential. The specific draw is Willem Augustinpark, which serves as a local green space for neighborhood recreation rather than a landmark for tourists."
De Pijp - Rivierenbuurt,Entire home/apt,158,3,6,0.23,4,16,1,"bubble_tea cafe: WOW
pub: Tapmarin
garden: None
motorcycle_repair: Mokum Motors
bakery: Bakery Van Wou
furniture: dotshop
hairdresser: The Color
indian restaurant: Annavilaas
peruvian restaurant: Nazka
massage: Healthy massage Fang
coffee_shop cafe: Coffee Bru
pottery: Glazemade
laundry: wasserette van wou

The area reads as everyday-residential. The specific draws that make it so are the inclusion of practical, local services such as a laundry (wasserette van wou), a motorcycle repair shop (Mokum Motors), a hairdresser (The Color), and a massage parlor (Healthy massage Fang), which cater to the daily needs of local residents rather than transient tourists."
De Pijp - Rivierenbuurt,Entire home/apt,200,3,14,0.48,1,21,3,"Marketplace: Albert Cuyp-markt
Chicken restaurant: Franggo
French restaurant: Arles
Shoes: Birkenstock, Shoelala Shoes & More
Cafe: Café Dakduif, Lunchcafé Bozz
Esoteric: Folkvang
Artwork: Khadija Caftan Biladi
Boxing fitness_centre: Boksschool VBSK Albert Cuyp
Toys: Mikado Speelgoed
Curtain: Ideaal Gordijnen Specialisten
Sandwich fast_food: Warung Swietie Lelydorp
Peruvian fast_food: Mari Peruvian Delights & More
Dancing_school: Pole Practice
Tailor: André Hazes
Tobacco: Vivánt Nancy
Asian fast_food: Ranchi Amsterdam
Thai restaurant: Thai Roof
Vacant: None
Place_of_worship: Gerard Dou Synagogue

The area reads as tourist-prominent. The specific draw is the Albert Cuyp-markt, which is a famous landmark and major attraction that brings significant foot traffic to the neighborhood."
Centrum-West,Entire home/apt,506,2,15,0.57,1,75,4,"Place types:
Interior decoration: Bizarre Design
Arts centre: dé Beeldhouwschool
Furniture: The Arch

The area reads as everyday-residential. The specific draws are the local arts centre and design-focused shops, which cater to the needs and interests of local residents rather than serving as major tourist landmarks or attractions."
Centrum-Oost,Private room,330,2,2,0.07,3,176,0,"Hotel: Budget Hotel Hortus
Attraction: Hortus Botanicus

The area reads as tourist-prominent. The specific draw that makes it so is Hortus Botanicus, a famous botanical garden that serves as a major landmark and destination for visitors."
De Pijp - Rivierenbuurt,Entire home/apt,135,1,15,0.53,1,0,0,"bicycle: Slob fietsen

The area reads as everyday-residential, as it is defined by a local business serving the daily transportation needs of residents."
De Baarsjes - Oud-West,Entire home/apt,145,5,10,0.35,1,1,2,There are no places to list. The area does not read as tourist-prominent or everyday-residential.
De Pijp - Rivierenbuurt,Entire home/apt,194,2,11,0.35,1,64,1,"No places were provided in the list, so no nearby places can be named. The area cannot be classified as tourist-prominent or everyday-residential based on the provided information."
Centrum-West,Private room,135,4,38,1.22,1,8,0,"School: Theo Thijssenschool
Playground: None

The area reads as everyday-residential. The specific draw is the Theo Thijssenschool, which serves the local community rather than attracting tourists."
Oud-Oost,Entire home/apt,300,4,1,0.03,1,343,0,"university: Amstelcampus
garden: Amstelcampus

The area reads as everyday-residential. The specific draw is the Amstelcampus, which functions primarily as an educational facility for students rather than a tourist destination."
Oostelijk Havengebied - Indische Buurt,Private room,105,3,24,0.76,1,52,2,"hairdresser: Gentleman
playground: playground
soccer pitch: soccer pitch
garden: garden

The area reads as everyday-residential. The specific draws that make it so are the playground, soccer pitch, and garden, which are typical amenities for a local neighborhood rather than a tourist destination."
De Aker - Nieuw Sloten,Private room,110,1,28,0.88,1,279,6,"Apartment: Johan's B&B

The area reads as tourist-prominent. The specific draw is Johan's B&B, which indicates the location is primarily oriented toward hosting visitors rather than serving as an everyday-residential neighborhood."
Centrum-West,Private room,106,1,144,4.39,2,336,32,"Kebab fast_food: Ali Baba
Bakery: Bakkerij Wolf
Hairdresser: Kapsalon Bianco

The area reads as everyday-residential. The specific draws that make it so are a local bakery, a hair salon, and a kebab shop, which serve the daily needs of local residents rather than catering to visitors through famous landmarks or tourist attractions."
Centrum-Oost,Entire home/apt,161,7,2,0.07,15,364,0,"Garden: Hortus Botanicus
Museum: Luther Museum Amsterdam
Park: J.W. van Overloopplantsoen
Artwork: Afscheid

The area reads as tourist-prominent. The specific draws that make it so are the Hortus Botanicus and the Luther Museum Amsterdam, which are well-known cultural and botanical attractions that draw visitors to the neighborhood."
Centrum-Oost,Entire home/apt,248,7,0,,15,361,0,"garden: J.W. van Overloopplantsoen
museum: Luther Museum Amsterdam
park: J.W. van Overloopplantsoen
artwork: Afscheid

The area reads as everyday-residential. The specific draws that make it so are the J.W. van Overloopplantsoen and the artwork Afscheid, which serve as local community spaces and neighborhood features rather than major international tourist destinations."
De Baarsjes - Oud-West,Entire home/apt,150,2,3,0.09,1,0,0,"Park: Rembrandtpark
Bar: Patio
Artwork: Wormenhotel

The area reads as everyday-residential. The specific draws are the local park, Rembrandtpark, and the neighborhood bar, Patio, which serve the daily needs of residents rather than catering to international tourism."
De Pijp - Rivierenbuurt,Private room,69,3,32,1.04,2,353,10,"Bicycle: Love Cycle
School: De Avonturijn, Kindcentrum Sarphati, Lycée français Vincent van Gogh
Garden: Afrikahuis
Place of worship: Afrikahuis

The area reads as everyday-residential. The specific draws that make it so are the presence of multiple schools and a community-oriented garden space, which prioritize local family and neighborhood needs over tourist attractions."
De Baarsjes - Oud-West,Entire home/apt,255,3,13,0.42,1,128,4,"pharmacy: Wittop Koning
dry_cleaning: Centraal Stomerij
hotel: Princess Hostel
bed: BrainWash
coffee_shop cafe: Un.
copyshop: Copy Plaza
newsagent: Primera
indonesian restaurant: Kartika
hairdresser: Janus
ticket: GVB Servicepunt
cafe: Café Helmers
asian deli: Toko Ikan Mas
pub: GoodNews

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services like Centraal Stomerij, Copy Plaza, Primera, and Wittop Koning, which cater to the daily needs of neighborhood residents rather than transient visitors."
De Pijp - Rivierenbuurt,Private room,100,2,131,4.06,2,84,26,"Place types:
pizza restaurant: Renato's Pizzeria
garden: Strips
yoga fitness_centre: Yagoy
school: auf dem Brinke - music school
beauty: Iambe, Li's Beauty Lounge
cafe: Elevate Coffee Lab
cannabis: Coffeeshop Papillon
bakery: Kitchen Impossible
ramen restaurant: None

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local music school, a neighborhood pizzeria, a bakery, and personal care services like beauty lounges and a yoga studio, which cater to the daily needs of local residents rather than international tourists."
Oud-Noord,Hotel room,108,1,53,1.75,12,329,1,"supermarket: Albert Heijn
coffee_shop cafe: Bagels & Beans
outdoor_seating: Public Space
garden: Public Space
park: Schegpark

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket like Albert Heijn, a neighborhood cafe like Bagels & Beans, and a community-focused green space like Schegpark, which serve the daily needs of local residents rather than catering to tourists."
Oostelijk Havengebied - Indische Buurt,Entire home/apt,135,2,26,0.86,1,0,9,"tobacco: Tabakshop Java
ice_cream: IJs van Oost
clothes: Zeeman
seafood: El Pescado
garden: Café Insulinde
hairdresser: Barbershop Murat, Kwiyasse
regional restaurant: The Meets
pub: Café Insulinde

The area reads as everyday-residential. The specific draws that make it so are the presence of local service-oriented businesses like Barbershop Murat, Kwiyasse, and Tabakshop Java, alongside affordable retail like Zeeman and neighborhood-focused dining options like IJs van Oost, El Pescado, and The Meets, which cater to daily local needs rather than international tourism."
De Pijp - Rivierenbuurt,Entire home/apt,157,7,5,0.17,1,66,2,"garden: Rayleigh & Ramsay
motorcycle_repair: Mokum Motors
bakery: Bakery Van Wou
furniture: dotshop
hairdresser: The Color
indian restaurant: Annavilaas
peruvian restaurant: Nazka
massage: Healthy massage Fang
coffee_shop cafe: Coffee Bru
pottery: Glazemade
laundry: wasserette van wou
supermarket: Stadsmarkt De Pijp
restaurant: Nazka

The area reads as everyday-residential. The specific draws that make it so are the presence of essential local services such as a laundry (wasserette van wou), a supermarket (Stadsmarkt De Pijp), a hairdresser (The Color), and a motorcycle repair shop (Mokum Motors), which cater to the daily needs of neighborhood inhabitants rather than transient visitors."
Noord-Oost,Entire home/apt,150,3,5,0.18,1,0,2,"Place types: basketball pitch (1)

The area reads as everyday-residential, as there are no famous landmarks or attractions nearby."
Watergraafsmeer,Entire home/apt,80,5,9,0.33,1,5,4,"No places were provided in the list, so no nearby places can be named. The area cannot be classified as either tourist-prominent or everyday-residential based on the provided input."
Centrum-West,Entire home/apt,225,3,15,0.46,1,118,2,"Community centre: Felix Meritis
Clothes: Episode

The area reads as tourist-prominent. The specific draw is Felix Meritis, a renowned historical cultural center and landmark that attracts visitors for its architecture and programming."
De Baarsjes - Oud-West,Entire home/apt,285,3,7,0.22,1,359,0,"The provided list contains no places; therefore, the area cannot be categorized as tourist-prominent or everyday-residential based on the requested criteria."
De Baarsjes - Oud-West,Entire home/apt,140,2,12,0.37,1,2,4,"Garden: Helmersplantsoen
Public bookcase: Helmersplantsoen
Park: Helmersplantsoen

The area reads as everyday-residential. The specific draw is Helmersplantsoen, which functions as a local neighborhood green space rather than a major tourist landmark."
Centrum-West,Entire home/apt,154,1,0,,4,0,0,"park: Toon Ylandplantsoen
picnic_table: Toon Ylandplantsoen

The area reads as everyday-residential, as the specific draw is a local neighborhood park and picnic area rather than a famous landmark or major tourist attraction."
Centrum-Oost,Private room,107,2,98,3.07,1,82,14,"Park: Eerste Weteringplantsoen
Garden: Kruidenpluktuin Weteringbuurt
Artwork: Simon Carmiggelt
Playground: Eerste Weteringplantsoen
Supermarket: Ekoplaza
Outdoor: Carl Denig

The area reads as everyday-residential. The specific draws that make it so are the presence of a local supermarket (Ekoplaza), a community-focused garden (Kruidenpluktuin Weteringbuurt), and a neighborhood park and playground (Eerste Weteringplantsoen), which serve the daily needs and leisure activities of local residents rather than catering to international tourism."
Oud-Oost,Private room,102,2,76,2.51,1,276,21,"pub: Dorst

The area reads as everyday-residential, as it contains only a single local pub without any famous landmarks or major tourist attractions nearby."
De Pijp - Rivierenbuurt,Private room,76,1,26,0.84,8,361,4,"Place types:
Park: Sarphatipark

The area reads as everyday-residential. The specific draw that makes it so is Sarphatipark, which serves as a local community green space for recreation and leisure rather than a major tourist landmark."
Centrum-West,Entire home/apt,275,3,23,0.72,1,5,3,"greengrocer: Jouw Groenteman
french restaurant: O Bistro
pub: Café Lowietje
garden: Constantiahofje

The area reads as everyday-residential. The specific draws are the local greengrocer and the neighborhood pub, which serve the daily needs of residents rather than catering to tourists."
IJburg - Zeeburgereiland,Private room,74,1,4,0.13,10,0,0,"restaurant: DOK48
marina: Haven WV IJburg

The area reads as everyday-residential. The specific draws are the local marina and neighborhood dining options that serve the residents of the IJburg district rather than major tourist landmarks."
Bos en Lommer,Private room,200,2,0,,1,0,0,No places provided. The area cannot be categorized as tourist-prominent or everyday-residential based on the provided input.
De Pijp - Rivierenbuurt,Entire home/apt,175,2,4,0.38,1,146,3,"Garden: Sinne
Apartment: De Stijlkamer
Car_repair: BACK
Hotel: Bicycle Hotel
Second_hand: Grice Circular Fashion
Coffee_shop cafe: Badeta Koffiebranders
Pizza restaurant: De Pizzakamer
Ice_cream: Massimo Gelato
Turkish restaurant: Hayran
Hairdresser: New Look
Place_of_worship: Oranjekerk
Fitness_centre: TrainMore
Massage: Discover Shiatsu
Cinema: Rialto
Restaurant: CousCous Club, Restaurant
Arab restaurant: CousCous Club
Greek restaurant: Romio's Taverna
Wine: Wijnbar Paulus
Bicycle: De Stadsfiets

The area reads as everyday-residential. While the presence of the Bicycle Hotel and Rialto cinema adds some visitor interest, the specific draws such as the local fitness centre (TrainMore), neighborhood coffee roaster (Badeta Koffiebranders), local place of worship (Oranjekerk), and various specialized dining spots (De Pizzakamer, Romio's Taverna, Hayran) cater primarily to the daily needs and leisure activities of local residents rather than large-scale tourist attractions."
Oud-Oost,Entire home/apt,199,2,3,0.73,1,4,3,"bicycle: Velespit
cannabis: The Plug
bar: Five Stars
doityourself: Bo-Rent, Bo-Mij
hairdresser: Flama Farah
garden: None
artwork: None

The area reads as everyday-residential. The specific draws that make it so are the presence of practical services like a hardware rental shop (Bo-Rent), a DIY supply store (Bo-Mij), a hairdresser (Flama Farah), and a local bar (Five Stars), which cater to the daily needs of residents rather than international tourists."
De Pijp - Rivierenbuurt,Entire home/apt,150,3,13,1.15,1,0,5,"Zoo: Kinderboerderij de Pijp
Hotel: Savoy Hotel

The area reads as everyday-residential. The specific draw is the Kinderboerderij de Pijp, which serves as a local community amenity rather than a major tourist-prominent landmark."
De Baarsjes - Oud-West,Entire home/apt,160,3,6,0.21,1,5,2,"Playground: Balboaplein
Community centre: Buurthuis De Tagerijn
Garden: Balboaplein

The area reads as everyday-residential. The specific draws are the local playground and community centre, which serve the daily needs of neighborhood residents rather than catering to tourists."
De Pijp - Rivierenbuurt,Entire home/apt,125,3,11,0.37,1,0,0,"Bar: Café Gijs
Attraction: Huis met de Kabouters
Garden: Huis met de Kabouters
Studio: Voyeur by Kaosz Atelier
Car_repair: Aroba Bandenservice
Italian restaurant: Impero Romano

The area reads as everyday-residential. While Huis met de Kabouters is a historical landmark, the presence of a local car repair shop like Aroba Bandenservice and a neighborhood bar like Café Gijs suggests a community-focused environment rather than a tourist-prominent district."
Westerpark,Entire home/apt,400,5,1,0.03,1,0,0,"hairdresser: Knippen bij Wendy
laundry: NiDA Wasserij Stomerij
marina: Staverno

The area reads as everyday-residential. The specific draws that make it so are the inclusion of essential local services like a laundry and a hairdresser, which cater to the daily needs of residents rather than catering to visitors through famous landmarks or tourist attractions."
De Pijp - Rivierenbuurt,Entire home/apt,181,3,4,0.15,1,339,0,"No places were provided to categorize. As there are no landmarks or residential draws listed, the area cannot be classified as either tourist-prominent or everyday-residential."
De Baarsjes - Oud-West,Entire home/apt,100,2,6,0.21,1,15,1,"asian restaurant: De Oost
japanese restaurant: De Japanner
beauty: Laset Beauty Lab, Mooi Anders, Salon Bella Brasil
hairdresser: Menspire, Zest
florist: Aquacosta
clothes: Jutka & Riska, Reshare Store
travel_agency: RA travel
italian restaurant: Vicio
bicycle: Alex Bikes
dry_cleaning: Quality Cleaners
balkan restaurant: Riaz
bar: BAR BARIO
restaurant: Soytasty
laundry: Homeless Laundry Colors Wasserette
houseware: Dille & Kamille
artwork: WoodHouse
tailor: (No place provided for this type)

The area reads as everyday-residential. The presence of essential service-oriented businesses such as Quality Cleaners, Homeless Laundry Colors Wasserette, and Alex Bikes, combined with local lifestyle shops like Dille & Kamille and various neighborhood-focused salons and restaurants, indicates a community designed for daily living rather than a destination for major tourist landmarks."
Oostelijk Havengebied - Indische Buurt,Private room,93,1,43,1.46,2,86,9,"Park: Rietlandpark
Playground: Rietlandpark
Garden: Rietlandpark

The area reads as everyday-residential. The specific draw is Rietlandpark, which serves as a local recreational green space for residents rather than a destination for tourists."
De Baarsjes - Oud-West,Entire home/apt,125,2,11,0.37,3,0,8,"Italian restaurant: De Italiaan
Beauty: SKIN, The Laser Lab
Restaurant: Gertrude
Pub: Toussaint
Playground: Slot Meesenstijn
Kindergarten: Slot Meesenstijn

The area reads as everyday-residential. The specific draws are the local amenities such as the kindergarten, playground, and beauty services, which cater to the daily needs of neighborhood residents rather than catering to tourists."
Bos en Lommer,Entire home/apt,189,3,8,0.28,1,0,2,No nearby places provided. The area reads as neither tourist-prominent nor everyday-residential as there are no specific draws to identify.
Centrum-West,Entire home/apt,464,3,6,2.12,7,22,2,"Attraction: Chinatown, De Waag, Fo Guang Shan He Hua Tempel
Newsagent: Sigarenmagazijn Simons
Seafood: Amsterdamsche Vishandel
Bubble_tea cafe: BIU!TEA, YOYO!
Italian restaurant: Bella Ciao
Chinese restaurant: Nam Kee, New King, Si-Chuan, Taste of Culture
Italian fast_food: Del Posto
Fast_food: Xi'an Delicious Foods Express, Hoi Tin
Brothel: H. Vet
Cafe: Latei
Pub: Cafe De Zeemeeuw
Tobacco: Henk
Thai restaurant: Jasmine
Korean restaurant: Kim's So
Antiques: Dijk 120
Headshop: Canna420
Travel_agency: Bun-Air Travel Service
Place_of_worship: Fo Guang Shan He Hua Tempel
Music: City Records
Restaurant: Het Oosten, Dolcia
Books: Henk Comics, Henk
Bar: Lime Bar, Bella Ciao
Butcher: H. Vet
Supermarket: Wah Nam Hong
Argentinian restaurant: La Vida Argentinian Steakhouse

The area reads as tourist-prominent. The specific draws that make it so are Chinatown, De Waag, and Fo Guang Shan He Hua Tempel."
Bos en Lommer,Entire home/apt,65,2,8,0.27,1,0,0,"park: Bolwerk
playground: Ruige Speelplek
garden: Bolwerk

The area reads as everyday-residential. The specific draws are the local park and playground, which serve as community recreational spaces rather than major tourist landmarks."
