neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
Centrum-West,Private room,89,1,517,11.44,1,288,142,"De Dierencapel is a local zoo located near a playground. 

[tier: mid | anchors: De Dierencapel | character: family friendly destination]"
Centrum-West,Private room,100,1,65,1.44,1,5,0,"You can visit McDonald's for a quick meal or stop by Bakery Cafe for a fresh treat. These locations are situated near the retail offerings of Guess and Sidestep.

[tier: mid | anchors: McDonald's, Bakery Cafe, Guess, Sidestep | character: convenient urban hub]"
Noord-Oost,Entire home/apt,250,4,2,0.05,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Entire home/apt,80,4,24,0.53,1,0,2,"De Visserschool is located in the immediate vicinity of a local playground, a table tennis pitch, and a garden.

[tier: mid | anchors: De Visserschool | character: educational community hub]"
De Pijp - Rivierenbuurt,Entire home/apt,97,1,41,0.99,2,354,6,"Haut Fitnessclub is located in the immediate vicinity. This area offers convenient access to a fitness fitness_centre.

[tier: mid | anchors: Haut Fitnessclub | character: active wellness hub]"
Centrum-Oost,Private room,74,1,280,6.29,2,340,50,"Leidseplein and Kleine-Gartmanplantsoen are located in the immediate vicinity of these venues. You can find Apple Store and De Balie nearby as well.

[tier: premium | anchors: Apple Store, De Balie | character: vibrant city center]"
Centrum-Oost,Private room,69,1,235,5.19,2,337,48,"Leidseplein and Kleine-Gartmanplantsoen are located in the immediate vicinity of these venues. You can also find De Balie and Apple Store nearby.

[tier: premium | anchors: Apple Store, De Balie, Leidseplein | character: vibrant urban hub]"
De Pijp - Rivierenbuurt,Entire home/apt,165,2,16,0.54,1,0,0,"The Wethouder Wibaut is located near a garden, a public_bookcase, a field_hockey pitch, and an artwork. These amenities are all situated in the immediate vicinity of the Wethouder Wibaut.

[tier: mid | anchors: Wethouder Wibaut | character: peaceful local hub]"
Zuid,Entire home/apt,133,2,173,4.2,2,231,31,"You can find De Bakkerswinkel and Pizza Beppe located within the same neighborhood. These spots are situated near the professional services of Tandartspraktijk de ZuidAs.

[tier: mid | anchors: De Bakkerswinkel, Pizza Beppe, Tandartspraktijk de ZuidAs | character: vibrant urban hub]"
Bos en Lommer,Entire home/apt,375,3,17,0.51,1,0,0,"Multatulischool is located in the immediate vicinity of the area. There is also a garden nearby.
[tier: mid | anchors: Multatulischool | character: quiet local area]"
Centrum-West,Entire home/apt,150,4,17,0.48,1,13,2,"Bakkerij Wolf and BBrood! are popular local bakeries located near Ali Baba and Domino's. Kapsalon Bianco provides hair services in the immediate vicinity of these dining options.

[tier: mid | anchors: Bakkerij Wolf, BBrood!, Ali Baba, Domino's, Kapsalon Bianco | character: vibrant local hub]"
Bos en Lommer,Entire home/apt,250,3,19,0.43,1,79,1,"There are no nearby places to list based on the provided data.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Private room,199,3,109,2.5,1,236,11,"Bonboon is a nearby restaurant, and A Space Oddity is a local shop for toys.
[tier: mid | anchors: Bonboon, A Space Oddity | character: quirky local gems]"
IJburg - Zeeburgereiland,Entire home/apt,200,3,14,0.39,1,7,0,"Skatepark Zeeburgereiland is the primary destination for skaters in this area. It serves as the only local facility for those practicing on a skateboard pitch.

[tier: mid | anchors: Skatepark Zeeburgereiland | character: energetic urban hub]"
Centrum-West,Private room,71,3,76,1.77,2,0,17,"Beurs van Berlage and Rederij Plas are prominent attractions located in the immediate vicinity. You can also visit the nearby Meet Berlage for coworking or enjoy a treat at Tony's Chocolonely. [tier: premium | anchors: Beurs van Berlage, Rederij Plas | character: historic city center]"
Centrum-Oost,Entire home/apt,75,7,36,1.13,22,321,5,"Amsterdam Inn and Hotel Titus are located near the cultural venue Melkweg and the restaurant La Bohème. You can also find Bar Weber and Lux in this immediate vicinity.

[tier: mid | anchors: Melkweg, La Bohème | character: vibrant urban hub]"
IJburg - Zeeburgereiland,Private room,80,3,8,0.28,2,0,0,"Willibrordschool is located in the immediate vicinity. This educational facility serves the local community.

[tier: mid | anchors: Willibrordschool | character: educational local hub]"
Noord-West,Entire home/apt,130,3,26,0.68,1,0,2,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Pijp - Rivierenbuurt,Private room,100,5,60,1.68,1,2,6,"There are no nearby places listed to identify.
[tier: budget | anchors: none | character: quiet and empty]"
Oud-Noord,Entire home/apt,99,2,16,0.38,1,6,1,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Entire home/apt,176,3,16,0.38,2,13,0,"You can visit the historic Waalse kerk or enjoy a meal at the nearby restaurant Samrat. These locations are situated within the vibrant area of de Wallen.

[tier: mid | anchors: Waalse kerk, Samrat, de Wallen | character: historic city center]"
Oud-Noord,Entire home/apt,90,3,4,0.09,1,0,2,"Papaverplantsoen is a local park that features a picnic_table for visitors.

[tier: budget | anchors: Papaverplantsoen | character: quiet green space]"
Westerpark,Entire home/apt,140,2,11,0.26,1,0,0,"You can enjoy a meal at Dandy Burger or visit the nearby community centre known as Rip van Winkel's. Other local spots include the craft shop De Steek, the garden Enso, and the clothes store Juhique. [tier: mid | anchors: Dandy Burger, Rip van Winkel's, De Steek, Enso, Juhique | character: vibrant local hub]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,90,5,14,0.33,1,0,4,"You can grab a quick bite at FEBO or enjoy a drink at Coffee Company. Nearby amenities include OBA Javaplein, Urban Bloom, and TrainMore.

[tier: mid | anchors: Coffee Company, FEBO, OBA Javaplein | character: urban community hub]"
Centrum-Oost,Private room,93,1,80,2.32,2,238,32,"Opera & Ballet is located near the casual dining spot Hapjeshoek. These establishments are situated in close proximity to one another.

[tier: mid | anchors: Opera & Ballet, Hapjeshoek | character: cultured and culinary]"
De Pijp - Rivierenbuurt,Entire home/apt,300,5,10,0.33,1,0,0,"Vredeskerk is a local place of worship situated near a quiet garden.

[tier: mid | anchors: Vredeskerk | character: peaceful local landmark]"
Centrum-Oost,Entire home/apt,209,7,0,,9,283,0,"Flower Loves Me is a local florist situated near the restaurant Red and the place of worship Keizersgrachtkerk.

[tier: mid | anchors: Flower Loves Me, Keizersgrachtkerk, Red | character: charming urban oasis]"
Zuid,Entire home/apt,140,5,3,0.08,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Oud-Oost,Entire home/apt,282,2,14,0.37,1,117,0,"Framer Framed is located near Kunstmagneetschool De Kraal. These cultural and educational sites are situated in the same vicinity.

[tier: premium | anchors: Framer Framed, Kunstmagneetschool De Kraal | character: cultural educational hub]"
De Baarsjes - Oud-West,Entire home/apt,200,3,14,0.35,1,0,3,"You can visit 020 Fietsen Amsterdam for bicycle repairs or browse the selection at Boeken Ruilbeurs. Nearby options also include the cafe ted. and the tailor de zuivere naald.

[tier: mid | anchors: 020 Fietsen Amsterdam, Boeken Ruilbeurs, ted., de zuivere naald | character: urban local hub]"
De Baarsjes - Oud-West,Entire home/apt,175,3,3,0.1,1,0,0,"De Nieuwe Liefde is an arts centre located near the motorcycle shop Moto Dick.

[tier: mid | anchors: De Nieuwe Liefde, Moto Dick | character: cultural and mechanical]"
Centrum-West,Private room,224,2,119,3.05,1,258,29,"Galerie Staaf is located nearby. There is also a public_bookcase in the immediate vicinity.
[tier: mid | anchors: Galerie Staaf | character: artistic and quiet]"
Geuzenveld - Slotermeer,Entire home/apt,130,4,4,0.1,1,154,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-Oost,Entire home/apt,250,4,21,0.65,1,1,0,"You can find Hans Brinker and Wijkcentrum d'Oude Stadt located within the same neighborhood. Nearby options include Azarius, House of Smart, King Bikes, Mirror, and Ms. Chelin.

[tier: mid | anchors: Hans Brinker, Wijkcentrum d'Oude Stadt | character: urban local hub]"
De Baarsjes - Oud-West,Entire home/apt,214,2,28,0.72,1,0,0,"Albert Heijn and Odin are located nearby for your grocery needs. You can also visit Decathlon and Freewheel for sporting goods.

[tier: premium | anchors: Albert Heijn, Decathlon | character: convenient local hub]"
De Pijp - Rivierenbuurt,Private room,120,2,141,3.57,1,10,3,"You can visit Ajax Bike for rentals or stop by Café De Baron for a drink. Nearby options also include Dental 220 and Hairstudio Pu-ma.

[tier: mid | anchors: Ajax Bike, Café De Baron, Dental 220, Hairstudio Pu-ma | character: local urban hub]"
Centrum-West,Private room,203,1,75,3.14,1,319,32,"You can find Amac for electronics and COPA Football Flagship Store for apparel nearby. Other local options include A-Train Hotel, Hotel Plant, Albert Heijn, Het Zwarte Fietsenplan, and Marina Tabak Souvenier Supermarkt.

[tier: mid | anchors: A-Train Hotel, Albert Heijn | character: urban retail hub]"
Zuid,Private room,100,1,0,,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,136,3,1,0.04,1,96,0,"Eatmosfera serves authentic Italian cuisine, while Volendammer Vishandel offers a variety of fresh seafood. You can also find Döner van Oost and Çinar nearby for quick dining options.

[tier: mid | anchors: Eatmosfera, Volendammer Vishandel | character: vibrant local hub]"
Centrum-West,Private room,150,2,12,0.38,2,0,0,"Toki is a cafe located near the wine bar Troppo Giovane.

[tier: mid | anchors: Toki, Troppo Giovane | character: chic urban spot]"
Zuid,Entire home/apt,444,5,9,2.33,1,304,3,"Juliette is a restaurant located near the social facility Stichting Kuria. Kooy's Delicatessen is a nearby sandwich fast_food establishment. [tier: mid | anchors: Juliette, Kooy's Delicatessen, Stichting Kuria | character: charming local spots]"
Oud-Oost,Entire home/apt,217,3,14,0.35,1,209,2,"There are no nearby places listed to identify.
[tier: budget | anchors: none | character: neutral location]"
Zuid,Entire home/apt,300,4,7,0.18,1,128,0,"Chef is a local bar located in the immediate vicinity.

[tier: mid | anchors: Chef | character: lively local spot]"
Oud-Oost,Entire home/apt,150,2,13,0.33,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Pijp - Rivierenbuurt,Entire home/apt,200,3,4,0.14,1,0,0,"Omahe is an Indonesian restaurant located near the place of worship Hare Krishna Nederland and the hot dog fast food spot The Fat Dog.

[tier: mid | anchors: Hare Krishna Nederland, Omahe, The Fat Dog | character: diverse local dining]"
Centrum-Oost,Private room,80,3,91,2.27,2,274,21,"Magere Brug is a historic drawbridge located in the heart of Amsterdam. It serves as a popular attraction for visitors exploring the city's scenic canal network.

[tier: premium | anchors: Magere Brug | character: historic canal bridge]"
De Pijp - Rivierenbuurt,Entire home/apt,214,2,14,0.36,1,9,0,"Maarten Lutherkerk is a place of worship located in the area. This site serves as a local landmark for the community.

[tier: mid | anchors: Maarten Lutherkerk | character: quiet historic site]"
Centrum-Oost,Private room,75,3,79,1.99,2,0,1,"Magere Brug is a historic drawbridge located in the heart of Amsterdam. It serves as a popular scenic attraction for visitors and locals alike.

[tier: premium | anchors: Magere Brug | character: historic scenic landmark]"
De Pijp - Rivierenbuurt,Entire home/apt,140,7,13,0.32,1,0,0,"There are no nearby places of the requested type to list in this area.
[tier: budget | anchors: none | character: quiet and sparse]"
Zuid,Entire home/apt,299,4,9,0.61,6,0,4,"Knokki is a specialized hifi store located in the immediate vicinity. It serves as the primary destination for high-end audio equipment in the area.

[tier: premium | anchors: Knokki | character: high-end audio]"
Oostelijk Havengebied - Indische Buurt,Private room,76,2,40,1.0,1,1,0,"Keesje Brijdeplantsoen is a local park that features a playground for children. 

[tier: mid | anchors: Keesje Brijdeplantsoen | character: quiet urban green]"
Centrum-Oost,Entire home/apt,180,3,16,0.4,1,141,3,"You can enjoy a craft beer at Brouwerij 't IJ or grab a meal at De Kop van Oost and Foodhal Mooie Boules. These venues offer a variety of dining and social experiences in the local area.

[tier: mid | anchors: Brouwerij 't IJ, De Kop van Oost, Foodhal Mooie Boules | character: vibrant social hub]"
Zuid,Hotel room,151,1,47,1.25,20,267,3,"Gent is home to a charming guest house and a local pub. A nearby playground and garden offer pleasant outdoor spaces for visitors.

[tier: mid | anchors: Gent | character: historic urban charm]"
Oud-Oost,Entire home/apt,100,2,13,4.94,1,0,3,"Form is a yoga fitness_centre located near the sandwich fast_food shop Dough Studio. Velespit serves as a bicycle shop in the same vicinity as the bar Bo-Mij, the cannabis store The Plug, the doityourself shop Five Stars, and the garden.

[tier: mid | anchors: Form, Dough Studio, Velespit, Bo-Mij, The Plug, Five Stars | character: diverse local hub]"
De Baarsjes - Oud-West,Entire home/apt,150,2,20,0.59,1,0,5,"You can find WarungRahayu and Papa John's located near the public spaces of J.J. Cremerplein. Supervorm and Serhat Market are also situated in this immediate vicinity.

[tier: mid | anchors: J.J. Cremerplein, WarungRahayu | character: local urban hub]"
Oud-Oost,Entire home/apt,225,5,6,0.16,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Noord-West,Private room,54,2,101,2.57,1,10,24,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: quiet empty space]"
Oud-Oost,Entire home/apt,400,4,12,0.3,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Centrum-Oost,Entire home/apt,75,7,15,1.08,22,339,3,"DeLaMar and Melkweg are prominent cultural venues located near Boutique Hotel View and Weber Hotel. 

[tier: premium | anchors: DeLaMar, Melkweg, Boutique Hotel View | character: vibrant cultural hub]"
Bos en Lommer,Private room,47,2,37,0.96,2,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Entire home/apt,200,3,12,0.42,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Entire home/apt,110,2,18,0.45,1,0,6,"Broodje Daan is a nearby sandwich fast_food restaurant located in the area. There are no gardens within the provided list.

[tier: mid | anchors: Broodje Daan | character: quick casual dining]"
Centrum-West,Private room,89,3,97,2.47,2,0,0,"Beurs van Berlage and Rederij Plas are popular attractions located in the heart of the city. You can also visit nearby spots such as Meet Berlage and The Grasshopper.

[tier: premium | anchors: Beurs van Berlage, Rederij Plas | character: historic city center]"
Westerpark,Hotel room,161,2,27,1.0,20,269,3,"Boekenkast is a public bookcase situated within a nearby park.

[tier: budget | anchors: Boekenkast | character: quiet community spot]"
De Baarsjes - Oud-West,Hotel room,151,2,39,0.98,20,239,1,"Café Thuys and Le French Cafe are located in the immediate vicinity. You can also find the artwork Ankh nearby.

[tier: mid | anchors: Café Thuys, Le French Cafe, Ankh | character: vibrant urban spot]"
Centrum-West,Entire home/apt,220,3,25,0.72,2,279,2,"Noordermarkt is a historic marketplace located near the artwork known as Woutertje Pieterse & Femke.

[tier: premium | anchors: Noordermarkt, Woutertje Pieterse & Femke | character: historic city charm]"
Centrum-Oost,Private room,242,1,17,1.1,2,0,0,"Galerie AdK Actuele Kunst is located near Hotel Mozart.

[tier: mid | anchors: Galerie AdK Actuele Kunst, Hotel Mozart | character: artistic urban stay]"
De Baarsjes - Oud-West,Entire home/apt,247,2,15,0.38,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
Centrum-Oost,Entire home/apt,180,3,18,0.47,1,6,3,"Wertheimpark is a local park and garden located near the Swift/PST korfball pitch.

[tier: mid | anchors: Swift/PST, Wertheimpark | character: serene urban space]"
De Pijp - Rivierenbuurt,Entire home/apt,220,3,15,0.49,1,0,3,"You can find the hotel Ibis Styles Amsterdam Amstel and the fitness centre TrainMore located in this area. Nearby dining options include the Italian restaurant Pasta e Pizza and the Japanese restaurant Tsunarié.

[tier: mid | anchors: Ibis Styles Amsterdam Amstel, TrainMore | character: vibrant urban hub]"
Noord-West,Private room,30,1,12,0.37,2,0,1,"There are no nearby places to list based on the provided information.
[tier: budget | anchors: none | character: empty location data]"
IJburg - Zeeburgereiland,Private room,80,3,21,0.56,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Private room,164,3,54,1.9,1,271,28,"Café 't Papeneiland is a historic cafe located near the florist Pompon. You can also find Café Tabac situated in the same general vicinity.

[tier: premium | anchors: Café 't Papeneiland, Pompon, Café Tabac | character: historic canal charm]"
IJburg - Zeeburgereiland,Hotel room,161,1,7,0.23,20,271,0,"SWEETS is a nearby hotel located in the immediate vicinity.

[tier: mid | anchors: SWEETS | character: cozy urban retreat]"
Centrum-West,Entire home/apt,140,2,15,0.68,1,0,1,"You can find Billy's Thai Restaurant and Verse located in the immediate vicinity. De Knipkamer 352 and Prinsheerlijk Antiek are also situated nearby.

[tier: mid | anchors: Billy's Thai Restaurant, Verse | character: local shopping hub]"
Centrum-West,Private room,70,3,235,6.17,1,148,57,"You can visit De Drie Graefjes for a meal or explore the selection at Amsterdam Seed Center nearby. These establishments are located close to the central area near Green Budget Bikes.

[tier: mid | anchors: De Drie Graefjes, Amsterdam Seed Center, Green Budget Bikes | character: central urban hub]"
Centrum-West,Private room,76,1,87,2.31,3,309,26,"Bridges and Oriole Garden Bistro are popular dining spots located near The Grand hotel.

[tier: premium | anchors: Bridges, Oriole Garden Bistro, The Grand | character: upscale urban retreat]"
De Baarsjes - Oud-West,Entire home/apt,119,2,15,0.4,1,0,0,"Brede school De Kinkerbuurt is located near the green spaces of Burtmoestuin 'Het eetbare plantsoen' and Nicolaas Beetsplantsoen.

[tier: mid | anchors: Brede school De Kinkerbuurt, Burtmoestuin 'Het eetbare plantsoen', Nicolaas Beetsplantsoen | character: community green space]"
Slotervaart,Entire home/apt,90,3,3,0.11,1,0,0,Broedplaats HW10 is an arts centre located in the area. There is also a table tennis pitch situated near Broedplaats HW10. [tier: mid | anchors: Broedplaats HW10 | character: creative community hub]
Oostelijk Havengebied - Indische Buurt,Entire home/apt,150,3,13,5.13,1,337,6,"Marijke's guestroom is a cozy hotel located near the local garden.

[tier: budget | anchors: Marijke's guestroom | character: quiet cozy retreat]"
Oostelijk Havengebied - Indische Buurt,Private room,49,1,48,1.26,2,139,1,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Private room,129,4,96,2.77,2,64,11,"Amsterdam Flora is a nearby florist, while Cafe Kompleet serves as a local cafe. The Bab is a restaurant located near the chemist Kruidvat.

[tier: mid | anchors: Amsterdam Flora, Cafe Kompleet, The Bab, Kruidvat | character: local urban hub]"
Centrum-Oost,Entire home/apt,300,3,27,0.82,1,0,0,"Café Café is a restaurant with outdoor seating located near the artwork Zonder titel and the townhall Stadsloket Centrum. The nearby Spinoza is another notable artwork in the area.

[tier: mid | anchors: Café Café, Spinoza, Stadsloket Centrum, Zonder titel | character: vibrant urban hub]"
Oud-Oost,Entire home/apt,195,3,6,0.17,1,0,0,"Bassischool Frankendael is located adjacent to the Transvaalplein playground. You can also find a Buurtbiep nearby for local book sharing. [tier: mid | anchors: Bassischool Frankendael, Transvaalplein, Buurtbiep | character: family friendly community]"
Westerpark,Private room,165,1,0,,2,0,0,"Frederik Hendrikplantsoen features a well-maintained park, a playground, and a garden for visitors to enjoy. 

[tier: mid | anchors: Frederik Hendrikplantsoen | character: green urban oasis]"
Centrum-West,Entire home/apt,487,1,3,3.0,5,268,3,"Palmentuin Prinseneiland is a quiet green space located in the heart of the Prinseneiland neighborhood. This garden offers a peaceful retreat for residents and visitors exploring the area.

[tier: premium | anchors: Palmentuin Prinseneiland | character: serene urban oasis]"
Westerpark,Entire home/apt,165,8,23,0.63,2,0,0,"You can visit Nick's Rijwielherstel for bicycle repairs or enjoy the greenery at Trail.NL. Westerpark Maryam Hair & Beauty is also located nearby for your grooming needs.

[tier: mid | anchors: Nick's Rijwielherstel, Trail.NL, Westerpark Maryam Hair & Beauty | character: local urban services]"
De Pijp - Rivierenbuurt,Entire home/apt,200,2,8,0.23,1,0,0,"9e Montessorischool De Scholekster is located in the vicinity of a local garden. 

[tier: mid | anchors: 9e Montessorischool De Scholekster | character: educational and green]"
Westerpark,Entire home/apt,110,2,3,0.08,1,0,0,"Gregario Cycling Services provides professional maintenance for your bicycle, while Saxomania offers a wide selection of musical instruments. Chapiteau serves as a nearby destination for those seeking cannabis products.

[tier: premium | anchors: Chapiteau, Gregario Cycling Services, Saxomania | character: vibrant local hub]"
Watergraafsmeer,Entire home/apt,147,14,8,0.3,1,0,0,"Bassischool Frankendael (locatie Hogeweg) is located in the immediate vicinity of the Frankendael Park garden. 

[tier: mid | anchors: Bassischool Frankendael (locatie Hogeweg) | character: educational community hub]"
Centrum-West,Private room,112,1,191,5.37,2,215,84,"The Hash Marihuana & Hemp Museum and Cannabis College are located in the historic center of the city. Visitors can also find B&B 1680 and the hotel Princehof nearby.

[tier: mid | anchors: Hash Marihuana & Hemp Museum, Cannabis College | character: historic city center]"
Oud-Noord,Entire home/apt,140,3,9,0.39,1,189,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
Zuid,Entire home/apt,400,2,3,0.08,1,0,0,"Tandartspraktijk De Liefde is a local dentist located near the Tobiasschool and Flores & Puck.

[tier: mid | anchors: Flores & Puck, Tandartspraktijk De Liefde, Tobiasschool | character: convenient urban hub]"
Bos en Lommer,Entire home/apt,100,2,14,0.38,1,0,2,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Entire home/apt,250,2,13,0.39,2,0,1,"Westerkerk is a historic place of worship located right next to the Anne Frank Huis. You can also find Huisartsenpraktijk Westertoren and Lunchcafé Dialoog in the immediate vicinity.

[tier: premium | anchors: Anne Frank Huis, Westerkerk | character: historic cultural hub]"
Oud-Oost,Entire home/apt,198,1,36,1.04,6,354,11,"Sranang Makmur is an asian restaurant located near the garden at Tres Amigos.

[tier: mid | anchors: Sranang Makmur, Tres Amigos | character: local dining spot]"
Oud-Oost,Entire home/apt,166,1,77,2.5,6,268,25,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Westerpark,Entire home/apt,250,1,15,0.42,1,0,1,"De Nieuwe Anita is a well-known bar located in the neighborhood. There is also a garden nearby.

[tier: mid | anchors: De Nieuwe Anita | character: cozy local venue]"
Oud-Noord,Entire home/apt,100,2,6,0.18,1,158,0,"Over Y College is located in the immediate vicinity of the local garden.

[tier: mid | anchors: Over Y College | character: academic and green]"
De Baarsjes - Oud-West,Shared room,225,2,14,1.03,6,83,2,"You can visit DC Klinieken for medical care or grab a treat at Sotto Zero. Other local spots include Little Plant Pantry, Teds place, and springlet.

[tier: mid | anchors: DC Klinieken, Sotto Zero | character: diverse local hub]"
Centrum-Oost,Private room,89,2,137,3.97,2,76,51,"Museumhaven is a nearby maritime museum located adjacent to the local slipway. 

[tier: mid | anchors: Museumhaven | character: historic maritime site]"
Bos en Lommer,Entire home/apt,149,2,18,0.54,1,86,1,"Willem Augustinpark is a local park that features a playground for children to enjoy.

[tier: mid | anchors: Willem Augustinpark | character: peaceful green space]"
De Pijp - Rivierenbuurt,Entire home/apt,158,3,6,0.23,4,16,1,"You can enjoy a meal at Annavilaas or Nazka before visiting the nearby Bakery Van Wou. Coffee Bru and Tapmarin are also located within this vibrant neighborhood.

[tier: premium | anchors: Annavilaas, Nazka, Bakery Van Wou | character: vibrant local hub]"
De Pijp - Rivierenbuurt,Entire home/apt,200,3,14,0.48,1,21,3,"Albert Cuyp-markt is a bustling marketplace located near the Gerard Dou Synagogue. You can also find dining options like Franggo and Thai Roof in the immediate vicinity.

[tier: mid | anchors: Albert Cuyp-markt, Gerard Dou Synagogue | character: vibrant local hub]"
Centrum-West,Entire home/apt,506,2,15,0.57,1,75,4,"Bizarre Design and The Arch are located near dé Beeldhouwschool. These spots offer a variety of creative and recreational options in the immediate area.

[tier: mid | anchors: Bizarre Design, The Arch, dé Beeldhouwschool | character: creative local hub]"
Centrum-Oost,Private room,330,2,2,0.07,3,176,0,"Budget Hotel Hortus is located just a short walk away from the beautiful Hortus Botanicus. These two sites are situated in the same neighborhood.

[tier: budget | anchors: Budget Hotel Hortus, Hortus Botanicus | character: historic city charm]"
De Pijp - Rivierenbuurt,Entire home/apt,135,1,15,0.53,1,0,0,"Slob fietsen is a local establishment that provides bicycle services. There are no gardens located in the immediate vicinity.

[tier: mid | anchors: Slob fietsen | character: local bike shop]"
De Baarsjes - Oud-West,Entire home/apt,145,5,10,0.35,1,1,2,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
De Pijp - Rivierenbuurt,Entire home/apt,194,2,11,0.35,1,64,1,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Private room,135,4,38,1.22,1,8,0,"Theo Thijssenschool is located in the immediate vicinity of a local playground. This area serves the educational and recreational needs of the neighborhood.

[tier: mid | anchors: Theo Thijssenschool | character: educational and active]"
Oud-Oost,Entire home/apt,300,4,1,0.03,1,343,0,"Amstelcampus is a prominent university located in the city. This area is situated near a peaceful garden.

[tier: mid | anchors: Amstelcampus | character: academic urban hub]"
Oostelijk Havengebied - Indische Buurt,Private room,105,3,24,0.76,1,52,2,"Gentleman is a hairdresser located in the immediate vicinity. There are no other playgrounds, soccer pitches, or gardens nearby.

[tier: mid | anchors: Gentleman | character: professional grooming services]"
De Aker - Nieuw Sloten,Private room,110,1,28,0.88,1,279,6,"Johan's B&B is the only accommodation facility located in this area.

[tier: mid | anchors: Johan's B&B | character: cozy local stay]"
Centrum-West,Private room,106,1,144,4.39,2,336,32,"Ali Baba is a kebab fast_food restaurant located near the bakery Bakkerij Wolf and the hairdresser Kapsalon Bianco. 

[tier: mid | anchors: Ali Baba, Bakkerij Wolf, Kapsalon Bianco | character: local neighborhood hub]"
Centrum-Oost,Entire home/apt,161,7,2,0.07,15,364,0,"Hortus Botanicus is a beautiful garden located near the Luther Museum Amsterdam. You can also visit the J.W. van Overloopplantsoen park and see the Afscheid artwork nearby.

[tier: premium | anchors: Hortus Botanicus, Luther Museum Amsterdam | character: historic botanical charm]"
Centrum-Oost,Entire home/apt,248,7,0,,15,361,0,"The Luther Museum Amsterdam is located near the J.W. van Overloopplantsoen. You can also view the artwork Afscheid in the surrounding area.

[tier: mid | anchors: Luther Museum Amsterdam, J.W. van Overloopplantsoen | character: cultural urban oasis]"
De Baarsjes - Oud-West,Entire home/apt,150,2,3,0.09,1,0,0,"Rembrandtpark is a large green space located near the local bar known as Patio. The area also features the unique public artwork installation called Wormenhotel.

[tier: mid | anchors: Rembrandtpark, Patio, Wormenhotel | character: vibrant local hub]"
De Pijp - Rivierenbuurt,Private room,69,3,32,1.04,2,353,10,"Lycée français Vincent van Gogh and Kindcentrum Sarphati are schools located in the vicinity. Love Cycle is a nearby bicycle shop.

[tier: mid | anchors: Lycée français Vincent van Gogh, Kindcentrum Sarphati, Love Cycle | character: educational and active]"
De Baarsjes - Oud-West,Entire home/apt,255,3,13,0.42,1,128,4,"You can find GVB Servicepunt and Princess Hostel located in the immediate vicinity. These establishments are situated near the local shops and dining spots like Toko Ikan Mas and Café Helmers.

[tier: mid | anchors: GVB Servicepunt, Princess Hostel, Toko Ikan Mas, Café Helmers | character: convenient urban hub]"
De Pijp - Rivierenbuurt,Private room,100,2,131,4.06,2,84,26,"Renato's Pizzeria is located near the cafe Elevate Coffee Lab and the garden Strips. You can also find the yoga fitness_centre Yagoy and the music school auf dem Brinke - music school in this vicinity.

[tier: mid | anchors: Renato's Pizzeria, Elevate Coffee Lab, Strips | character: vibrant local hub]"
Oud-Noord,Hotel room,108,1,53,1.75,12,329,1,"Albert Heijn is a convenient supermarket located near the coffee shop Bagels & Beans. You can also enjoy the outdoor seating at Public Space or take a relaxing walk through Schegpark.

[tier: mid | anchors: Albert Heijn, Bagels & Beans, Public Space, Schegpark | character: urban green retreat]"
