index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_summary
436,,Zuid,52.35289,4.87731,Entire home/apt,466,3,20,0.26,1,7,1,holland,"place_of_worship: Raw Aron Schuster Synagoge
garden: Jacob Obrechtplein
playground: Jacob Obrechtplein
table_tennis pitch: Jacob Obrechtplein

The area reads as everyday-residential. The specific draws are the local neighborhood garden and playground at Jacob Obrechtplein, which serve as community recreational spaces rather than major tourist landmarks."
1709,,Westerpark,52.38434,4.87099,Entire home/apt,80,10,5,0.08,1,0,0,holland,"beauty: Rolinka, Semsema
garden: None
mobile_phone: E.S.M. Phone House

The area reads as everyday-residential. The specific draws are a local mobile phone shop and beauty establishments, which cater to the daily needs of residents rather than tourists."
3878,,De Baarsjes - Oud-West,52.37182,4.87157,Hotel room,105,2,45,1.59,2,107,3,holland,"Florist: Flowers & Powers
Ice cream: IJscuypje
Artwork: Janszen
Pub: Janszen

The area reads as everyday-residential. The specific draws are the local florist, the neighborhood ice cream shop, and the pub, which cater to the daily needs and social habits of local residents rather than serving as major tourist landmarks."
1928,,Bos en Lommer,52.37756,4.8496,Entire home/apt,175,2,34,0.71,1,0,5,holland,"School: Tijl Uilenspiegelschool

The area reads as everyday-residential. The presence of a school indicates a neighborhood focused on local community and family life rather than tourism."
1712,,IJburg - Zeeburgereiland,52.35197,5.00199,Private room,55,1,79,1.47,1,17,6,holland,"Turkish restaurant: Merza
Coffee_shop cafe: Espressofabriek
Clothes: Sarah Bridal
Playground: None

The area reads as everyday-residential. The draws are local businesses such as a cafe, a bridal shop, and a restaurant, which serve the daily needs of residents rather than catering to tourists with famous landmarks or major attractions."
123,,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,65,1,464,5.18,1,154,31,holland,"shoe_repair: The Royal Treatment
playground: None
garden: None
soccer pitch: None

The area reads as everyday-residential. The presence of a single local service business like The Royal Treatment suggests a neighborhood focused on routine maintenance rather than a hub for visitors."
4113,,Oostelijk Havengebied - Indische Buurt,52.37462,4.93523,Entire home/apt,189,3,13,0.53,1,0,3,holland,"mall: Brazilië
cafe: Anne&Max Zeeburg
spanish restaurant: Taparia

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local shopping center (Brazilië) and a neighborhood cafe (Anne&Max Zeeburg), which serve the daily needs of local residents rather than catering to tourists."
1422,,Bos en Lommer,52.37915,4.85889,Entire home/apt,95,2,17,0.25,1,0,2,holland,"community_centre: Mansveltschool

The area reads as everyday-residential because it contains only a community_centre, which serves local residents rather than tourists."
5493,,Oostelijk Havengebied - Indische Buurt,52.36895,4.95293,Entire home/apt,120,5,0,,1,324,0,holland,"cafe: Joki
picnic_table: Jōki
hairdresser: Great Club
fitness_centre: Great Club

The area reads as everyday-residential. The specific draws that make it so are the inclusion of a local hairdresser and a fitness centre, which are typical amenities for neighborhood residents rather than tourist-focused landmarks."
1488,,De Pijp - Rivierenbuurt,52.35229,4.90635,Entire home/apt,110,3,41,0.62,1,0,6,holland,"arts_centre: Cinetol, Tempel / de Appel
garden: None
place_of_worship: Theosophische Vereniging

The area reads as everyday-residential. The specific draws are local cultural venues like Cinetol and Tempel / de Appel and a community-focused religious organization like Theosophische Vereniging, which serve the local neighborhood rather than acting as major tourist landmarks."
2616,,Zuid,52.34196,4.85002,Private room,98,2,7,1.42,1,225,6,holland,"Park: Park de Schinkeleilanden
Soccer pitch, athletics track, soccer sports_centre: Sportpark de Schinkel

The area reads as everyday-residential. The specific draws that make it so are the local sports facilities and the neighborhood park, which serve the daily recreational needs of the local community rather than acting as major tourist landmarks."
483,,De Baarsjes - Oud-West,52.36807,4.87636,Private room,89,3,57,0.73,1,166,5,holland,"Restaurant: Ashoka kinker
Copyshop: Orange Copy
Falafel fast_food: Dr. Falafel
Coffee cafe: Cafecito

The area reads as everyday-residential. The specific draws that make it so are the presence of a local copy shop, a neighborhood coffee cafe, and casual dining options like a falafel shop and a local restaurant, which serve the daily needs of residents rather than catering to tourists."
3400,,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Private room,105,3,24,0.76,1,52,2,holland,"hairdresser: Gentleman
playground: playground
soccer pitch: soccer pitch
garden: garden

The area reads as everyday-residential. The specific draws that make it so are the playground, soccer pitch, and garden, which are typical amenities for a local neighborhood rather than a tourist destination."
4371,,De Pijp - Rivierenbuurt,52.35223,4.90642,Private room,309,1,1,0.08,8,325,1,holland,"arts_centre: Cinetol, Tempel / de Appel
garden: None
place_of_worship: Theosophische Vereniging

The area reads as everyday-residential. The specific draws are local cultural venues like Cinetol and Tempel / de Appel, which serve the immediate community rather than being major tourist landmarks."
103,,Oud-Noord,52.39442,4.91478,Entire home/apt,170,4,20,0.26,1,0,0,holland,"Bakery: Isken
Bicycle: Bike Laboratory
Pizza fast_food: Domino's
Garden: None

This area reads as everyday-residential. The presence of a local pizza chain, a bicycle repair shop, and a bakery indicates a neighborhood focused on routine services and local errands rather than famous landmarks or tourist attractions."
2498,,Centrum-Oost,52.37196,4.90404,Entire home/apt,326,3,6,0.13,1,0,0,holland,"Camera: Analogue
Community_centre: De Boomspijker
Playground: Speeltuin De Waag
Soccer pitch: None

The area reads as everyday-residential. The specific draws that make it so are the community centre De Boomspijker and the local playground Speeltuin De Waag, which serve the daily needs of local residents rather than catering to tourists."
4,,Centrum-Oost,52.36584,4.89111,Private room,55,2,520,5.57,2,267,41,holland,"Museum: Kattenkabinet
Pub: Secret Garden
Nightclub: Club NYX
Restaurant: BLEND XL

The area reads as tourist-prominent. It is defined by the presence of the Kattenkabinet, a well-known cultural attraction that draws visitors to the area, alongside a concentrated nightlife and dining scene typical of high-traffic tourist districts in Amsterdam."
5472,,Zuid,52.35238,4.85209,Private room,150,1,0,,2,258,0,holland,"Department store: HEMA
Supermarket: Dirk
Pub: Stadscafé van Mechelen
Park: Legmeerplein

The area reads as everyday-residential. The specific draws that make it so are the presence of a supermarket and a department store, which serve the daily needs of local residents, and a neighborhood park and pub, which function as community gathering spaces rather than major tourist attractions."
5198,,De Pijp - Rivierenbuurt,52.35306,4.9056,Private room,127,2,4,2.5,1,355,4,holland,"Place types:
arts_centre: Cultuurhuis Diamantslijperij
place_of_worship: Theosophische Vereniging

The area reads as everyday-residential. The specific draws are the local arts centre and the place of worship, which serve the immediate community rather than functioning as major tourist landmarks or attractions."
4664,,Centrum-Oost,52.36558,4.91107,Entire home/apt,204,1,0,,15,356,0,holland,"university: Roeterseiland (UvA)
coffee_shop cafe: Coffee Company
pizza fast_food: De Pizzabakkers To Go
bicycle: Het Rijwielherstellingsoord

The area reads as everyday-residential. The specific draws that make it so are the presence of a university campus, a local coffee shop, a neighborhood pizza spot, and a bicycle repair shop, which collectively serve the daily needs of students and local residents rather than catering to tourists."
4752,,De Pijp - Rivierenbuurt,52.35813,4.90221,Private room,51,1,24,6.32,9,353,24,holland,"Breakfast cafe: Paul & Ninette Vinotheque
Hotel: MAX Hotel
Tattoo: Galya Gisca Tattoo
Beauty: Brow Atelier

The area reads as everyday-residential. The specific draws are the local service-oriented businesses like a beauty studio, a tattoo parlor, and a neighborhood cafe, which cater to the regular needs of residents rather than serving as major tourist landmarks or attractions."
4662,,Centrum-Oost,52.37228,4.92388,Entire home/apt,102,21,0,,1,0,0,holland,"Marina: WSV Albatros, WSV De Oostvaarders

The area reads as everyday-residential. The specific draws are the local marinas, which serve as recreational facilities for residents and boat owners rather than major tourist landmarks."
5172,,Oostelijk Havengebied - Indische Buurt,52.37303,4.9485,Entire home/apt,600,3,0,,1,3,0,holland,"marina: Jachthaven Piet Hein
viewpoint: Pythonbrug
park: Keesje Brijdeplantsoen

The area reads as everyday-residential. The specific draws are the local marina and the neighborhood park, which serve the daily recreational needs of local residents rather than functioning as major tourist landmarks."
2872,,Oud-Oost,52.3568,4.93252,Entire home/apt,282,2,14,0.37,1,117,0,holland,"arts_centre: Framer Framed
school: Kunstmagneetschool De Kraal

The area reads as everyday-residential. The specific draws are the school and the arts centre, which serve the local community rather than functioning as major tourist landmarks."
2369,,De Pijp - Rivierenbuurt,52.35447,4.89479,Private room,65,3,173,3.44,1,154,13,holland,"park: Sarphatipark
garden: Sarphatipark
fountain: Sarphatipark
playground: Sarphatipark

The area reads as everyday-residential. The specific draw is Sarphatipark, which functions as a local neighborhood green space for residents rather than a major tourist landmark."
4754,,De Pijp - Rivierenbuurt,52.35813,4.90221,Private room,51,1,17,2.51,9,329,17,holland,"breakfast cafe: Paul & Ninette Vinotheque
hotel: MAX Hotel
tattoo: Galya Gisca Tattoo
beauty: Brow Atelier

The area reads as everyday-residential. The specific draws that make it so are the presence of a local vinotheque, a beauty studio, and a tattoo parlor, which cater to the regular needs and leisure activities of local residents rather than serving as major tourist landmarks."
1228,,De Baarsjes - Oud-West,52.36964,4.84843,Entire home/apt,125,2,3,0.07,1,22,0,holland,"park: Rembrandtpark
fast_food: Lunch Hoek
artwork: Wolk
asian restaurant: Wok day&night

The area reads as everyday-residential. The primary draw is Rembrandtpark, a local green space that serves the surrounding neighborhood rather than functioning as a major tourist destination."
2693,,De Baarsjes - Oud-West,52.36699,4.8551,Entire home/apt,80,4,24,0.53,1,0,2,holland,"School: De Visserschool

The area reads as everyday-residential. The presence of a school indicates a neighborhood focused on local community and family life rather than tourist-oriented landmarks or attractions."
979,,Westerpark,52.38211,4.87291,Entire home/apt,80,3,61,0.78,1,1,0,holland,"Garden: Chapiteau
Musical_instrument: Saxomania
Cannabis: None
Bicycle: Gregario Cycling Services

The area reads as everyday-residential. The specific draws are a local cycling service and a musical instrument shop, which cater to the needs and hobbies of local residents rather than serving as major tourist landmarks."
5334,,Watergraafsmeer,52.351189,4.93754,Entire home/apt,175,2,2,2.0,1,28,2,holland,No places provided. The area reads as everyday-residential.
4432,,Westerpark,52.38727,4.87643,Private room,89,1,72,4.15,9,353,32,holland,"park: Westerpark
playground: Westerpark
tennis pitch: Westerpark

This area reads as everyday-residential. The specific draw is Westerpark, which serves as a local recreational space for residents rather than a destination for international tourists."
3173,,Oud-Oost,52.35438,4.92349,Entire home/apt,195,3,6,0.17,1,0,0,holland,"School: Bassischool Frankendael
Public_bookcase: Buurtbiep
Playground: Transvaalplein

The area reads as everyday-residential. The specific draws that make it so are the presence of a local primary school, a community-managed public bookcase, and a neighborhood playground, which serve the daily needs of local families and residents rather than catering to tourists."
3219,,Westerpark,52.38225,4.87299,Entire home/apt,110,2,3,0.08,1,0,0,holland,"Garden: Chapiteau
Musical_instrument: Saxomania
Cannabis: None
Bicycle: Gregario Cycling Services

The area reads as everyday-residential. The specific draws are a local cycling service and a musical instrument shop, which cater to the needs and hobbies of local residents rather than serving as major tourist landmarks."
5017,,Centrum-Oost,52.3623,4.91029,Entire home/apt,134,5,2,0.44,1,0,2,holland,"Hotel: Hotel Allure
Social facility: Jellinek / Sinai Centrum / Punt P / Arkin Basis GGZ
Spanish restaurant: Cantina Caliente
Cinema: Kriterion

The area reads as everyday-residential. The specific draws that make it so are the presence of a social facility like Jellinek / Sinai Centrum / Punt P / Arkin Basis GGZ and a local cinema like Kriterion, which serve the daily needs and cultural interests of local residents rather than catering primarily to tourists."
1787,,De Pijp - Rivierenbuurt,52.35412,4.89504,Private room,71,1,304,4.87,1,250,8,holland,"Park: Sarphatipark
Fountain: Sarphatipark
Garden: Sarphatipark
Playground: Sarphatipark

The area reads as everyday-residential. The specific draw that makes it so is Sarphatipark, which functions as a local neighborhood green space rather than a major tourist landmark."
2287,,Watergraafsmeer,52.35114,4.93724,Entire home/apt,155,28,10,0.31,1,0,0,holland,No places were provided to categorize. The area cannot be assessed.
2114,,Bos en Lommer,52.37628,4.85734,Entire home/apt,139,4,2,0.04,1,0,0,holland,"The provided list contains no places; therefore, the area cannot be categorized as tourist-prominent or everyday-residential based on the input."
3063,,Centrum-West,52.37962,4.88769,Entire home/apt,220,3,25,0.72,2,279,2,holland,"Marketplace: Noordermarkt
Artwork: Woutertje Pieterse & Femke
Basketball pitch: None

The area reads as tourist-prominent. The specific draws are Noordermarkt and Woutertje Pieterse & Femke, which are well-known landmarks located in a historic part of Amsterdam that attracts significant visitor traffic."
4506,,De Pijp - Rivierenbuurt,52.35683,4.90425,Entire home/apt,135,3,8,0.5,1,0,3,holland,"Car repair: Aroba Bandenservice
Italian restaurant: Impero Romano
Studio: Voyeur by Kaosz Atelier

The area reads as everyday-residential. The specific draws that make it so are the presence of a car repair shop and a studio, which serve the local community rather than catering to tourists or famous landmarks."
3123,,Centrum-West,52.36822,4.88228,Entire home/apt,140,2,15,0.68,1,0,1,holland,"Thai restaurant: Billy's Thai Restaurant
Clothes: Verse
Hairdresser: De Knipkamer 352
Antiques: Prinsheerlijk Antiek

The area reads as everyday-residential. It lacks famous landmarks or major tourist attractions, consisting instead of local service-oriented businesses like a hairdresser, a clothing shop, an antique store, and a neighborhood restaurant."
5405,,De Pijp - Rivierenbuurt,52.35101,4.89613,Entire home/apt,105,5,0,,1,8,0,holland,"School: 9e Montessorischool De Scholekster, College ZUYD
Place of worship: Shri Vishnu Mandir
Garden: None

The area reads as everyday-residential. The specific draws that make it so are the presence of multiple schools and a local place of worship, which serve the daily needs of the surrounding community rather than catering to tourists."
3529,,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,285,3,7,0.22,1,359,0,holland,"The provided list contains no places; therefore, the area cannot be categorized as tourist-prominent or everyday-residential based on the requested criteria."
3536,,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,140,2,12,0.37,1,2,4,holland,"Garden: Helmersplantsoen
Public bookcase: Helmersplantsoen
Park: Helmersplantsoen

The area reads as everyday-residential. The specific draw is Helmersplantsoen, which functions as a local neighborhood green space rather than a major tourist landmark."
3731,,Bos en Lommer,52.37727,4.86255,Entire home/apt,65,2,8,0.27,1,0,0,holland,"park: Bolwerk
playground: Ruige Speelplek
garden: Bolwerk

The area reads as everyday-residential. The specific draws are the local park and playground, which serve as community recreational spaces rather than major tourist landmarks."
3708,,Oostelijk Havengebied - Indische Buurt,52.37172,4.93748,Private room,93,1,43,1.46,2,86,9,holland,"Park: Rietlandpark
Playground: Rietlandpark
Garden: Rietlandpark

The area reads as everyday-residential. The specific draw is Rietlandpark, which serves as a local recreational green space for residents rather than a destination for tourists."
3776,,Oud-Noord,52.39646,4.90676,Entire home/apt,90,1,3,0.1,2,0,0,holland,"Restaurant: Papillon
Boat: Beaut
Information: Beaut

The area reads as everyday-residential because the specific draws, Papillon and Beaut, do not represent major tourist landmarks or famous attractions."
3798,,De Pijp - Rivierenbuurt,52.35319,4.90012,Entire home/apt,180,2,10,0.35,1,17,5,holland,"Garden: None
Cannabis_coffee_shop cannabis: Coffeeshop Nice Place
Doctors: Ubbens & Statius Muller, huisartsen

The area reads as everyday-residential because it contains local medical services and a neighborhood coffee shop rather than famous landmarks or major tourist attractions."
3635,,De Pijp - Rivierenbuurt,52.34959,4.89188,Entire home/apt,150,3,13,1.15,1,0,5,holland,"Zoo: Kinderboerderij de Pijp
Hotel: Savoy Hotel

The area reads as everyday-residential. The specific draw is the Kinderboerderij de Pijp, which serves as a local community amenity rather than a major tourist-prominent landmark."
583,,De Pijp - Rivierenbuurt,52.35796,4.90026,Private room,100,3,433,4.82,1,58,29,holland,"Hotel: Ibis Styles Amsterdam Amstel, Ibis Styles Amsterdam City
Gallery: Fabric Inspired X Artitude

The area reads as everyday-residential. The specific draws are the two hotels, which serve as standard lodging options, and the single gallery, which lacks the high-profile status of a major tourist landmark."
1060,,Watergraafsmeer,52.33911,4.91857,Entire home/apt,125,4,38,0.63,1,0,0,holland,"Garden: De Amstel
Playground: De Amstel
School: De Amstel

The area reads as everyday-residential. The specific draws that make it so are the presence of a school and a playground, which are characteristic of neighborhood-focused infrastructure rather than major tourist landmarks."
1010,,De Pijp - Rivierenbuurt,52.35128,4.88991,Entire home/apt,350,1,109,1.47,1,263,7,holland,"Garden: None
Japanese restaurant: En Japanese kitchen & Sake bar
Pub: Loop51

The area reads as everyday-residential. The specific draws are the local dining and social establishments, which cater to routine neighborhood activity rather than serving as major tourist landmarks."
1482,,De Baarsjes - Oud-West,52.36357,4.87979,Entire home/apt,291,3,179,2.82,5,277,8,holland,"Park: Leidsebosje
Artwork: Herman Heijermans, Horizontale compositie

The area reads as tourist-prominent. The specific draws are the presence of public artworks like Herman Heijermans and Horizontale compositie, which are typically situated in high-traffic, culturally significant urban spaces near landmarks like Leidsebosje."
27,,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,250,21,29,0.23,2,47,2,holland,"Place types: garden (1), vacant (1), park (1)

The area reads as everyday-residential, as there are no famous landmarks or major tourist attractions listed."
84,,Centrum-West,52.37694,4.88003,Entire home/apt,600,2,62,0.54,1,362,0,holland,"Playground: None
Table tennis pitch: None
School: Theo Thijssenschool

The area reads as everyday-residential. The specific draw is the Theo Thijssenschool, which serves the local community rather than acting as a tourist attraction."
4030,,Bos en Lommer,52.378,4.8503,Entire home/apt,300,1,4,0.17,3,337,2,holland,"School: Tijl Uilenspiegelschool

The area reads as everyday-residential, as it is defined by a local school serving the immediate community rather than tourist landmarks or attractions."
3774,,Oud-Noord,52.38581,4.91543,Entire home/apt,115,3,10,0.38,1,0,6,holland,"Pet: Ambulia Dierenwinkel

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions and instead features a local pet supply store."
1907,,Oostelijk Havengebied - Indische Buurt,52.36379,4.94369,Entire home/apt,90,3,25,0.46,1,0,4,holland,"School: Flevoparkschool
Garden: Flevopark
Dentist: Zeeburg Tandartsen

The area reads as everyday-residential. The specific draws are the local school and the neighborhood dental clinic, which serve the daily needs of local residents rather than catering to tourists."
1757,,De Baarsjes - Oud-West,52.36161,4.86998,Entire home/apt,275,3,4,0.08,1,0,0,holland,"Bicycle: Giant
Car_rental: Avis
Fitness_station: Movements

The area reads as everyday-residential. The specific draws are the presence of a local bicycle shop, a car rental agency, and a fitness station, which serve the routine transportation and wellness needs of local residents rather than catering to visitors through famous landmarks or tourist attractions."
1942,,De Pijp - Rivierenbuurt,52.35199,4.90477,Private room,129,2,246,4.23,2,265,19,holland,"pizza fast_food: Pizza Donna

The area reads as everyday-residential, as it lacks famous landmarks or major tourist attractions."
5504,,Oud-Noord,52.39735,4.91458,Entire home/apt,150,3,0,,1,20,0,holland,"pizza fast_food: Elit Pide
bicycle: Tweewielers Joop Harmans

The area reads as everyday-residential. The specific draws that make it so are the presence of a local bicycle shop and a neighborhood pizza fast food establishment, which serve the daily needs of residents rather than catering to tourists."
5499,,De Baarsjes - Oud-West,52.3712,4.87398,Entire home/apt,150,1,0,,1,44,0,holland,"laundry: Wash-o-matic
alcohol: Sterk

The area reads as everyday-residential. The specific draws are the presence of a local laundry and an alcohol establishment, which serve the routine needs of neighborhood residents rather than catering to visitors at famous landmarks."
1086,,Centrum-Oost,52.36252,4.90424,Entire home/apt,295,3,165,2.32,2,311,9,holland,"theatre: Koninklijk Theater Carré
hotel: The Bridge Hotel
guest_house: Houseboat Orpheus

The area reads as tourist-prominent. The specific draws that make it so are the Koninklijk Theater Carré, which is a major cultural landmark, and the presence of unique, visitor-focused accommodations like The Bridge Hotel and Houseboat Orpheus, which cater to travelers exploring the city."
1063,,Bos en Lommer,52.38315,4.84077,Entire home/apt,71,2,34,0.44,1,9,3,holland,"The area contains no listed places. Based on the provided data, the area cannot be categorized as either tourist-prominent or everyday-residential."
2603,,De Pijp - Rivierenbuurt,52.34818,4.90577,Entire home/apt,180,3,16,0.37,1,0,0,holland,"Massage: André Broos Massagepraktijk en Reiki Master
Cannabis: Coffeeshop Relax

The area reads as everyday-residential. The specific draws are local service-oriented businesses like a massage practice and a neighborhood coffeeshop, which cater to the daily needs and routines of local residents rather than serving as major tourist landmarks or attractions."
162,,Westerpark,52.38855,4.88521,Entire home/apt,250,3,64,0.64,1,99,3,holland,"Playground: Apentafel
Boules pitch: Apentafel
Artwork: Apentafel

The area reads as everyday-residential. The specific draw is the Apentafel, which serves as a local recreational facility for residents rather than a landmark designed for tourism."
4256,,Centrum-Oost,52.37201,4.90129,Entire home/apt,190,1,0,,1,170,0,holland,"Pub: Villa Nieuwmarkt
Basketball pitch: Villa Nieuwmarkt
Park: Villa Nieuwmarkt

The area reads as everyday-residential. The specific draw that makes it so is the presence of a local pub, basketball pitch, and park, which are amenities typically serving the daily needs and recreation of local residents rather than international tourists."
4234,,Zuid,52.3405,4.84837,Entire home/apt,350,4,0,,1,365,0,holland,"tennis sports_centre: Tenniseiland
garden: Park de Schinkeleilanden
park: Park de Schinkeleilanden

The area reads as everyday-residential. The specific draws are the local recreational facilities, Tenniseiland and Park de Schinkeleilanden, which serve the immediate community rather than acting as major tourist landmarks."
3677,,Westerpark,52.37647,4.87705,Entire home/apt,400,5,1,0.03,1,0,0,holland,"hairdresser: Knippen bij Wendy
laundry: NiDA Wasserij Stomerij
marina: Staverno

The area reads as everyday-residential. The specific draws that make it so are the inclusion of essential local services like a laundry and a hairdresser, which cater to the daily needs of residents rather than catering to visitors through famous landmarks or tourist attractions."
1903,,Centrum-West,52.37065,4.89467,Private room,93,1,188,3.12,4,72,26,holland,"Restaurant: La Cuisine Ronde, Oriole Garden Bistro
Arts centre: Vlaams Cultuurhuis de Brakke Grond

The area reads as tourist-prominent. The presence of Vlaams Cultuurhuis de Brakke Grond, a well-known cultural institution located in the heart of Amsterdam, draws visitors to the area for arts and performance events."
5028,,Centrum-Oost,52.36279,4.91046,Private room,94,2,3,0.74,1,14,3,holland,"Cinema: Kriterion
Restaurant: Lebkov & Sons
University: Roeterseiland (UvA)

The area reads as everyday-residential. The specific draw is the university campus, which functions as a hub for students and local residents rather than a destination for international sightseeing or famous landmarks."
3450,,De Baarsjes - Oud-West,52.36505,4.85071,Entire home/apt,150,2,3,0.09,1,0,0,holland,"Park: Rembrandtpark
Bar: Patio
Artwork: Wormenhotel

The area reads as everyday-residential. The specific draws are the local park, Rembrandtpark, and the neighborhood bar, Patio, which serve the daily needs of residents rather than catering to international tourism."
786,,Westerpark,52.38442,4.8766,Entire home/apt,175,3,15,0.27,1,0,0,holland,"Playground: Speeltuin
School: Westerparkschool
Garden: None

The area reads as everyday-residential. The specific draws are the school and playground, which serve the local community and families rather than acting as major tourist landmarks."
774,,Oud-Oost,52.35717,4.92196,Private room,216,3,24,0.44,3,287,6,holland,"The provided list contains no places; therefore, the area cannot be categorized as tourist-prominent or everyday-residential based on specific draws."
762,,De Baarsjes - Oud-West,52.36678,4.87437,Entire home/apt,248,4,32,0.47,1,154,1,holland,"pub: l'Affiche
artwork: Aquacosta
public_bookcase: public_bookcase

The area reads as everyday-residential. The specific draws that make it so include a local pub and a public bookcase, which are typical amenities for neighborhood daily life rather than major tourist landmarks."
767,,Bos en Lommer,52.37431,4.83939,Entire home/apt,268,4,27,0.4,1,0,0,holland,"The area reads as everyday-residential, as there are no famous landmarks or attractions nearby."
741,,De Pijp - Rivierenbuurt,52.35391,4.90603,Entire home/apt,164,3,44,0.55,1,0,1,holland,"school: Individueel Voortgezet Kunstzinnig Onderwijs
regional restaurant: ctaste

The area reads as everyday-residential. The specific draws are the school and the restaurant, which serve the local community rather than being famous landmarks or major tourist attractions."
4182,,Centrum-Oost,52.36914,4.92395,Entire home/apt,132,3,7,0.31,2,76,4,holland,"Park: Oostenburgerpark
Garden: Oostenburgerpark
Playground: Oostenburgerpark

The area reads as everyday-residential. The specific draw is Oostenburgerpark, which functions as a local neighborhood green space rather than a major tourist landmark."
4154,,De Baarsjes - Oud-West,52.36702,4.8548,Entire home/apt,120,3,6,0.41,1,14,1,holland,"School: De Visserschool

The area reads as everyday-residential, as it is defined by a local school rather than famous landmarks or tourist attractions."
4933,,De Baarsjes - Oud-West,52.3641,4.8524,Entire home/apt,350,3,0,,1,365,0,holland,"Restaurant: Sebonsa Bodega, Warung Redjo Kim & Jane
Bicycle: Amsterdamse Fietswinkel

The area reads as everyday-residential. The specific draws are the local bicycle shop and the neighborhood-style eateries, which serve the daily needs of residents rather than catering to tourists visiting famous landmarks."
1322,,De Baarsjes - Oud-West,52.36426,4.85908,Entire home/apt,207,3,43,0.62,1,0,0,holland,"Restaurant: Daalder
School: Het Sieraad
Outdoor seating: Daalder

The area reads as everyday-residential. The presence of a school like Het Sieraad indicates a neighborhood focused on local community life rather than major tourist landmarks."
814,,Centrum-Oost,52.37088,4.90351,Entire home/apt,525,3,35,0.49,1,0,0,holland,"School: De Witte Olifant
Playground: De Witte Olifant
Viewpoint: De Witte Olifant

The area reads as everyday-residential. The specific draw is De Witte Olifant, which functions as a local school and community facility rather than a tourist landmark."
889,,Oud-Oost,52.35539,4.92071,Private room,69,1,433,5.55,1,32,31,holland,"community_centre: Tugelahuis

The area reads as everyday-residential. The specific draw is the Tugelahuis, which serves as a local community centre rather than a tourist landmark."
866,,Oud-Noord,52.38327,4.91446,Entire home/apt,100,3,30,0.47,1,0,0,holland,"Skateboard pitch: De muur
Artwork: De muur
Garden: De muur

The area reads as tourist-prominent. The specific draw is De muur, which is a famous landmark."
5250,,Centrum-West,52.37012,4.8774,Private room,374,1,3,3.0,2,66,3,holland,"Bus station: Busstation Elandsgracht
Fuel: Esso
Bar: Bluescafé Maloe Melo

The area reads as everyday-residential. The specific draws are the functional transit hub of Busstation Elandsgracht and the convenience of the Esso fuel station, which serve the daily needs of local residents rather than catering to tourists visiting famous landmarks."
5222,,Slotervaart,52.36442,4.83686,Private room,49,2,7,1.88,1,86,7,holland,"artwork: Raammannetjes
garden: Herdenkingskerk
place_of_worship: Herdenkingskerk

The area reads as everyday-residential. The specific draws are the local church and the public artwork, which serve the immediate community rather than functioning as major tourist landmarks."
5062,,De Baarsjes - Oud-West,52.36043,4.86662,Entire home/apt,150,3,3,2.0,2,64,3,holland,"Computer: PC Dokter
Cannabis: Blue Lagoon
Indian restaurant: Rangla Punjab

The area reads as everyday-residential. The specific draws that make it so are the presence of a local computer repair service and a neighborhood restaurant, which serve the routine needs of local residents rather than catering to tourists."
1826,,Centrum-West,52.38105,4.88765,Entire home/apt,100,3,192,3.12,1,2,0,holland,"Cafe: Café Thijssen
Convenience: De Oliewinkel
Pub: Jardin

The area reads as everyday-residential. The specific draws are the presence of a local cafe, a convenience store, and a neighborhood pub, which serve the daily needs of residents rather than catering to visitors through famous landmarks or major tourist attractions."
700,,Noord-West,52.41119,4.8931,Private room,53,2,96,1.4,3,176,3,holland,"Dentist: Mondhygiëniste Praktijk Jolanda Heerschop, Tandartsenpraktijk Goos
Garden: None

The area reads as everyday-residential. The specific draws that make it so are the presence of local dental and hygiene practices, which serve the routine health needs of a neighborhood population rather than catering to visitors or tourists."
3427,,Centrum-West,52.373077,4.87708,Private room,106,1,144,4.39,2,336,32,holland,"Kebab fast_food: Ali Baba
Bakery: Bakkerij Wolf
Hairdresser: Kapsalon Bianco

The area reads as everyday-residential. The specific draws that make it so are a local bakery, a hair salon, and a kebab shop, which serve the daily needs of local residents rather than catering to visitors through famous landmarks or tourist attractions."
520,,Centrum-West,52.38009,4.88874,Entire home/apt,180,2,38,0.68,1,37,0,holland,"cafe: Café Tabac
artwork: None
information: None

The area reads as everyday-residential, as it lacks the high-profile landmarks or major tourist attractions that would define a tourist-prominent destination."
4002,,Oud-Oost,52.35514,4.92545,Private room,96,2,2,0.08,2,0,0,holland,"Ramen restaurant: Fuku Ramen

The area reads as everyday-residential, as it lacks the famous landmarks or major tourist attractions that would define it as tourist-prominent."
576,,Oud-Noord,52.3867,4.91677,Entire home/apt,99,3,58,0.65,1,8,1,holland,"School: Taalschool

The area reads as everyday-residential, as the presence of a school indicates a focus on local community and family services rather than tourism."
